,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.39,0.45,0.0,0.89,0.56,0.0,0.04,0.0,0.13,0.0,0.0,0.03
fontforge.csv,0.85,0.9,0.93,0.96,1.0,0.74,1.0,0.71,0.83,1.0,1.0,0.88,0.86
gmerlin.csv,0.02,0.87,0.55,0.76,0.0,0.68,1.0,0.0,0.67,0.0,0.0,0.62,0.62
hatari.csv,0.66,0.84,0.72,0.76,0.96,0.68,1.0,0.88,0.94,0.92,0.93,0.44,0.46
jcl.csv,0.88,0.58,0.72,0.4,0.84,0.61,1.0,0.62,0.56,0.72,0.57,0.62,0.54
ltp.csv,0.29,0.71,0.86,0.88,0.77,0.77,0.0,0.96,0.72,0.54,0.79,0.31,0.51
net-snmp.csv,0.68,0.55,0.38,0.64,0.34,0.32,1.0,0.88,0.83,0.72,0.29,0.31,0.76
opde.csv,1.0,0.42,1.0,0.56,1.0,0.68,1.0,0.96,0.78,0.0,0.64,0.41,0.73
powerfolder-.csv,0.63,0.61,0.41,0.8,0.14,0.24,1.0,0.17,0.94,0.28,0.86,0.53,0.62
qlc.csv,0.0,0.87,0.0,0.56,0.75,0.58,1.0,0.0,0.83,0.21,0.57,0.0,0.38
tcl.csv,0.68,1.0,0.83,1.0,0.8,0.82,1.0,0.0,0.83,0.74,0.0,0.25,0.65
wxstudio.csv,0.61,0.16,0.34,0.4,0.31,0.41,0.0,0.71,0.11,0.67,0.0,0.53,0.68
