,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,1.0,0.63,0.69,1.0,0.73,0.55,1.11,0.96,1.0,0.88,1.0,1.0,0.98
fontforge.csv,0.95,0.82,1.0,1.0,0.99,0.6,0.98,0.37,0.93,1.0,0.99,0.84,0.83
gmerlin.csv,0.98,0.87,0.71,0.88,1.0,0.68,0.9,1.0,0.63,1.0,1.0,0.49,0.54
hatari.csv,0.73,0.55,0.43,0.81,0.88,0.54,0.79,0.94,0.93,0.9,0.91,0.65,0.67
jcl.csv,0.7,0.56,0.72,0.7,0.58,0.6,0.67,0.59,0.78,0.85,0.53,0.57,0.56
ltp.csv,0.8,0.7,0.87,0.61,0.49,0.78,1.3,0.87,0.79,0.74,0.83,0.75,0.88
net-snmp.csv,0.54,0.56,0.72,0.86,0.77,0.81,0.23,0.94,0.73,0.8,0.9,0.71,0.66
opde.csv,1.0,0.72,1.0,0.48,1.0,0.68,0.25,1.0,0.66,1.0,0.88,0.74,0.73
powerfolder-.csv,0.61,0.44,0.62,0.89,0.89,0.81,0.37,0.84,0.66,0.81,0.6,0.67,0.77
qlc.csv,1.0,0.69,1.0,0.64,0.78,0.51,0.31,1.0,0.4,0.8,0.48,1.0,0.77
tcl.csv,0.85,0.88,0.93,0.96,0.76,0.87,0.87,1.0,0.77,0.45,1.0,0.85,0.76
wxstudio.csv,0.61,0.86,0.72,0.76,0.73,0.66,1.16,0.86,0.94,0.84,1.0,0.59,0.41
