,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.36,0.4,0.71,0.85,0.45,0.08,0.24,0.2,0.67,0.47,0.55,0.2,0.24,0.26,0.39,0.53,0.45
dynalloy.csv,0.47,0.83,0.24,0.67,0.51,1.0,0.43,0.84,0.58,0.7,0.71,0.84,0.64,0.48,0.28,0.66,0.64
enzo.csv,0.93,0.61,0.73,0.97,0.85,0.12,0.79,0.5,0.82,0.67,0.64,0.28,0.94,0.85,0.92,0.69,0.75
hydrogen.csv,0.43,1.0,1.0,1.0,1.0,0.0,0.96,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,0.36
jcae.csv,0.06,0.2,0.19,0.2,0.3,0.18,0.06,0.07,0.0,0.2,0.08,0.0,0.0,0.39,0.38,0.12,0.0
kmatplot.csv,0.04,0.22,0.33,0.57,0.96,0.55,0.09,0.17,0.11,0.01,0.75,0.0,0.64,0.39,0.9,0.06,0.11
lphant.csv,0.49,0.28,0.75,0.92,0.64,0.02,0.63,0.33,0.6,0.37,0.6,0.12,0.24,0.48,0.46,0.56,0.39
natpad.csv,0.22,0.35,0.79,0.57,0.45,0.6,0.56,0.3,0.59,0.41,0.69,0.76,0.06,0.07,0.5,0.56,0.34
nosleepsoftware.csv,0.14,0.02,0.03,0.0,0.21,0.0,0.19,0.0,0.0,0.03,0.0,0.04,0.03,0.19,0.21,0.0,0.16
ossbuild.csv,0.16,0.68,0.35,0.08,0.45,0.18,0.44,0.54,0.23,0.62,0.16,0.08,0.64,0.78,0.39,0.16,0.17
quarkplayer.csv,0.17,0.32,0.0,0.46,0.26,0.65,0.09,0.3,0.61,0.3,0.6,0.76,0.21,0.13,0.04,0.31,0.44
quickfast.csv,0.72,0.5,0.53,0.8,0.53,0.08,0.29,0.55,0.74,0.65,0.25,1.0,0.85,0.91,0.41,0.22,0.75
rezilla.csv,0.68,0.44,0.45,0.42,0.74,0.28,0.24,0.31,0.25,0.36,0.78,0.0,0.3,0.54,0.92,0.53,0.34
rhex.csv,0.26,0.17,0.2,0.43,0.23,0.05,0.09,0.15,0.11,0.28,0.4,0.16,0.0,0.33,0.34,0.31,0.23
rocrail.csv,0.23,0.47,0.58,0.8,0.36,0.05,0.12,0.16,0.63,0.37,0.51,0.12,0.58,0.11,0.22,0.09,0.45
virtuoso.csv,1.0,0.79,1.0,0.99,1.0,0.98,0.96,1.0,0.39,0.92,0.23,1.0,1.0,0.94,1.0,0.22,0.34
yield.csv,0.53,0.46,0.69,0.99,0.57,0.1,0.21,0.51,0.56,0.6,0.64,0.4,0.73,0.5,0.62,0.56,0.5
