,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,2.0,4.0,1.0,36.0,5.0,2.0,1.0,14.0,58.0,10.0,3.0,0.0,4.0,1.0,1.0,9.0,5.0
dynalloy.csv,37.0,2.0,2.0,37.0,62.0,0.0,4.0,5.0,5.0,10.0,33.0,2.0,8.0,9.0,12.0,2.0,0.0
enzo.csv,14.0,11.0,0.0,46.0,1.0,2.0,6.0,10.0,5.0,2.0,11.0,1.0,0.0,16.0,36.0,1.0,1.0
hydrogen.csv,5.0,0.0,2.0,48.0,1.0,58.0,7.0,1.0,5.0,11.0,33.0,0.0,0.0,15.0,21.0,0.0,0.0
jcae.csv,92.0,10.0,5.0,2.0,14.0,6.0,1.0,0.0,250.0,7.0,0.0,0.0,0.0,5.0,2.0,0.0,106.0
kmatplot.csv,3.0,1.0,3.0,25.0,11.0,0.0,0.0,11.0,6.0,168.0,14.0,126.0,3.0,5.0,15.0,0.0,0.0
lphant.csv,2.0,5.0,1.0,42.0,14.0,0.0,0.0,6.0,48.0,14.0,6.0,0.0,1.0,7.0,3.0,9.0,2.0
natpad.csv,9.0,0.0,0.0,28.0,11.0,9.0,3.0,8.0,1.0,0.0,7.0,0.0,1.0,0.0,16.0,9.0,0.0
nosleepsoftware.csv,2.0,2.0,142.0,87.0,7.0,58.0,7.0,115.0,0.0,168.0,181.0,0.0,1.0,5.0,0.0,0.0,8.0
ossbuild.csv,13.0,0.0,2.0,1.0,62.0,3.0,1.0,5.0,5.0,9.0,10.0,1.0,7.0,9.0,18.0,1.0,0.0
quarkplayer.csv,7.0,8.0,0.0,32.0,62.0,0.0,0.0,12.0,4.0,7.0,29.0,2.0,4.0,3.0,101.0,2.0,0.0
quickfast.csv,26.0,7.0,1.0,33.0,1.0,1.0,4.0,3.0,0.0,27.0,2.0,0.0,0.0,13.0,19.0,1.0,4.0
rezilla.csv,26.0,0.0,4.0,24.0,1.0,0.0,7.0,6.0,2.0,168.0,28.0,0.0,7.0,15.0,19.0,0.0,10.0
rhex.csv,3.0,11.0,1.0,26.0,1.0,1.0,1.0,7.0,13.0,13.0,3.0,0.0,0.0,11.0,4.0,4.0,3.0
rocrail.csv,3.0,5.0,2.0,46.0,4.0,1.0,3.0,1.0,4.0,14.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0
virtuoso.csv,19.0,0.0,2.0,48.0,1.0,0.0,8.0,5.0,18.0,11.0,0.0,0.0,0.0,14.0,21.0,0.0,8.0
yield.csv,14.0,0.0,2.0,47.0,12.0,3.0,0.0,15.0,0.0,5.0,3.0,0.0,5.0,9.0,15.0,1.0,0.0
