,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.39,0.48,0.54,0.47,0.55,0.6,0.0,0.42,0.69,0.72,0.55,0.39
ctrlr.csv,0.19,0.0,0.01,0.22,0.28,0.0,0.8,0.13,0.53,0.05,0.14,0.41
dvt.csv,0.6,0.25,0.01,0.65,0.48,0.05,0.72,0.52,0.79,0.52,0.42,0.29
flylinkdc.csv,0.71,0.13,0.44,0.5,0.47,0.47,0.52,0.6,0.02,0.61,0.55,0.38
free-evolution.csv,0.3,0.32,0.51,0.39,0.59,0.46,0.48,0.43,0.5,0.67,0.56,0.64
fw4spl.csv,0.58,0.39,0.34,0.28,0.17,0.59,0.22,0.56,0.12,0.67,0.49,0.43
ipfire-wall.csv,0.43,0.66,0.45,0.2,0.06,0.23,0.22,0.81,0.0,0.1,0.15,0.19
ldview.csv,0.42,0.55,0.5,0.32,0.71,0.55,0.12,0.48,0.42,0.2,0.56,0.59
nuttx.csv,0.53,0.05,0.65,0.12,0.42,0.38,0.12,0.36,0.57,0.59,0.53,0.42
uclmda.csv,0.27,0.0,0.2,0.17,0.36,0.27,0.28,0.2,0.99,0.14,0.21,0.29
vdsf.csv,0.46,0.39,0.19,0.52,0.62,0.24,0.46,0.38,0.49,0.47,0.33,0.24
xcf.csv,0.67,0.65,0.37,0.52,0.6,0.56,0.33,0.68,0.43,0.37,0.4,0.8
