,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.49,0.4,0.5,0.38,0.33,0.62,0.32,0.44,0.42,0.39
pclasses.csv,0.9,0.9,0.0,0.55,0.86,0.0,0.91,0.75,0.83,0.78
pfaedit.csv,0.8,0.55,0.86,0.48,0.36,0.88,0.44,0.52,0.47,0.65
theresa.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.5,0.8
thrust.csv,0.85,0.92,0.87,0.83,0.41,0.93,0.86,0.84,0.74,0.71
tktoolkit.csv,0.75,0.91,0.0,0.5,0.78,0.66,0.88,0.95,0.96,0.96
trinitycore.csv,0.88,0.61,0.0,0.73,0.4,0.0,0.88,0.5,0.82,0.5
tzod.csv,0.82,0.58,0.48,0.62,0.34,0.0,0.56,0.49,0.59,0.57
yaprm.csv,0.79,0.58,0.67,0.92,0.48,0.59,0.53,0.96,0.72,0.97
zemljanka.csv,0.39,0.35,0.41,0.42,0.3,0.41,0.33,0.4,0.42,0.45
