,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.17,0.13,0.0,0.44,0.22,0.98,0.31,0.0,0.26,0.12,0.31,0.3,0.26,0.21,0.28,0.49,0.32,0.27,0.39,0.33
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
free-evolution.csv,0.0,0.4,0.08,0.25,0.27,0.35,0.18,0.27,0.07,0.32,0.31,0.48,0.33,0.13,0.65,0.34,0.3,0.95,0.62,0.0
gtad.csv,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.17,0.0,0.0,0.03,0.0,0.08,0.0
gusanos.csv,0.1,0.5,0.02,0.73,0.19,0.51,0.49,0.12,0.21,0.35,0.28,0.47,0.45,0.31,0.99,0.52,0.38,0.37,0.68,0.22
kaffeine.csv,0.06,0.53,0.02,0.99,0.17,0.44,0.67,0.2,0.24,0.49,0.29,0.56,0.46,0.34,0.82,0.49,0.32,0.38,0.91,0.21
lcfizvtop.csv,0.1,0.49,0.0,0.47,0.15,0.48,0.17,0.32,0.27,0.06,0.33,0.4,0.27,0.95,0.47,0.47,0.32,0.33,0.59,0.22
m-a-d-n-e-s-s.csv,0.11,0.48,0.0,0.52,0.11,0.38,0.77,0.15,0.18,0.27,0.25,0.54,0.98,0.36,0.54,0.52,0.3,0.36,0.53,0.08
m-m-m.csv,0.09,0.46,0.02,0.61,0.15,0.33,0.99,0.13,0.24,0.49,0.24,0.53,0.51,0.24,0.74,0.52,0.34,0.31,0.65,0.05
mediaportal.csv,0.0,0.05,0.0,0.0,0.11,0.32,0.23,0.08,0.15,0.39,0.22,0.2,0.14,0.0,0.06,0.51,0.96,0.06,0.12,0.0
mvnforum.csv,0.0,0.4,0.03,0.11,0.25,0.2,0.08,0.19,0.14,0.91,0.18,0.18,0.19,0.07,0.31,0.08,0.16,0.18,0.31,0.0
myfaces.csv,0.06,0.48,0.02,0.82,0.09,0.38,0.61,0.0,0.14,0.41,0.91,0.35,0.4,0.35,0.45,0.51,0.3,0.3,0.69,0.2
nh3d.csv,0.0,0.0,1.0,0.15,0.25,0.07,0.0,0.53,0.21,0.0,0.21,0.2,0.07,0.0,0.03,0.22,0.24,0.16,0.22,0.0
ogrehg.csv,0.17,0.39,0.03,0.54,0.3,0.47,0.21,0.3,0.32,0.4,0.31,0.97,0.5,0.33,0.39,0.48,0.41,0.32,0.49,0.23
pnotepad.csv,0.06,0.52,0.02,0.79,0.14,0.44,0.74,0.21,0.21,0.35,0.26,0.59,0.47,0.38,0.78,0.5,0.34,0.4,0.99,0.18
pydev.csv,0.13,0.53,0.03,0.37,0.15,0.5,0.45,0.08,0.21,0.21,0.23,0.49,0.32,0.11,0.14,0.93,0.36,0.26,0.56,0.24
sarasvati.csv,0.0,0.4,0.0,0.43,0.84,0.08,0.0,0.25,0.0,0.19,0.04,0.03,0.15,0.15,0.33,0.05,0.1,0.18,0.31,0.0
taokgame.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.12,0.03,0.0,0.0,0.26,0.24,0.06,0.06,0.08,0.0
tokratan.csv,0.0,0.2,0.05,0.52,0.11,0.16,0.14,0.0,1.0,0.08,0.17,0.35,0.27,0.25,0.32,0.24,0.14,0.3,0.34,0.53
wgs-assembler.csv,0.0,0.95,0.04,0.28,0.23,0.32,0.04,0.13,0.11,0.06,0.22,0.32,0.37,0.1,0.55,0.28,0.32,0.38,0.45,0.19
