,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.65,0.99,0.67,0.6,0.75,0.44,0.65,0.65,0.67,0.57,0.88,0.6,0.57,0.53
customwars.csv,0.22,0.16,0.13,0.0,0.0,0.28,0.24,0.29,0.9,0.28,0.48,0.35,0.35,0.47
firebreath.csv,0.52,0.61,0.49,0.58,0.57,0.55,0.97,0.63,0.68,0.56,0.66,0.5,0.68,0.52
gss.csv,0.05,0.0,0.17,0.13,0.0,0.0,0.35,0.0,0.6,0.62,0.0,0.5,0.21,0.96
irplus.csv,0.42,0.36,0.3,0.16,0.6,0.46,0.31,0.39,0.28,0.93,0.17,0.2,0.39,0.24
kwave.csv,0.38,0.42,0.18,0.33,0.53,1.0,0.2,0.48,0.38,0.42,0.47,0.45,0.51,0.41
liferea.csv,0.51,0.5,0.45,0.33,0.93,0.34,0.32,0.56,0.59,0.62,0.59,0.43,0.41,0.6
plearn.csv,0.94,0.49,0.51,0.47,0.49,0.45,0.41,0.35,0.51,0.53,0.78,0.51,0.63,0.71
psrchive.csv,0.23,0.26,0.0,1.0,0.18,0.07,0.1,0.1,0.33,0.34,0.62,0.59,0.26,0.2
qcad2.csv,0.33,0.4,0.18,0.33,0.51,0.35,0.12,0.95,0.55,0.55,0.33,0.56,0.42,0.37
tzod.csv,0.55,0.38,1.0,0.45,0.33,0.47,0.49,0.65,0.49,0.61,0.72,0.54,0.57,0.71
wxcode.csv,0.09,0.04,0.0,0.17,0.1,0.0,0.02,0.02,0.0,0.0,0.88,0.06,0.07,0.09
xinity.csv,0.6,0.21,0.64,0.17,0.56,0.29,0.34,0.36,0.38,0.38,0.44,0.98,0.26,0.54
xmoto.csv,0.61,0.61,0.69,0.64,0.59,0.43,0.52,0.46,0.6,0.64,0.66,0.5,0.95,0.68
