,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.47,0.99,0.57,0.29,0.48,0.26,0.56,0.54,0.31,0.51,0.31,0.65,0.6,0.58
customwars.csv,0.2,0.22,0.17,0.0,0.0,0.2,0.29,0.36,0.94,0.31,0.26,0.41,0.36,0.54
firebreath.csv,0.37,0.69,0.4,0.31,0.35,0.35,0.97,0.54,0.32,0.47,0.21,0.6,0.63,0.57
gss.csv,0.45,0.8,0.54,0.26,0.37,0.36,0.55,0.49,0.29,0.53,0.16,0.71,0.61,0.95
irplus.csv,0.35,0.45,0.3,0.08,0.39,0.3,0.29,0.31,0.18,0.96,0.09,0.26,0.39,0.31
kwave.csv,0.35,0.52,0.22,0.21,0.4,1.0,0.24,0.48,0.2,0.36,0.19,0.52,0.55,0.49
liferea.csv,0.44,0.6,0.47,0.2,0.96,0.24,0.37,0.53,0.3,0.53,0.24,0.49,0.46,0.64
plearn.csv,0.96,0.58,0.42,0.29,0.36,0.27,0.39,0.35,0.39,0.45,0.24,0.56,0.6,0.75
psrchive.csv,0.29,0.35,0.0,1.0,0.21,0.09,0.14,0.15,0.18,0.29,0.53,0.64,0.34,0.23
qcad2.csv,0.32,0.49,0.2,0.24,0.3,0.3,0.16,0.97,0.29,0.47,0.14,0.62,0.41,0.43
tzod.csv,0.42,0.48,1.0,0.23,0.39,0.34,0.5,0.53,0.25,0.56,0.32,0.65,0.58,0.75
wxcode.csv,0.12,0.05,0.0,0.21,0.13,0.0,0.03,0.04,0.0,0.0,0.92,0.09,0.11,0.12
xinity.csv,0.44,0.28,0.54,0.11,0.35,0.27,0.36,0.3,0.18,0.31,0.12,0.99,0.3,0.59
xmoto.csv,0.46,0.69,0.58,0.31,0.37,0.25,0.47,0.45,0.28,0.56,0.21,0.64,0.97,0.71
