,0
guineu.csv,0.0
campsoft.csv,0.0
gtad.csv,0.0
rhex.csv,0.0
owlib.csv,0.0
ktc.csv,0.0
jedit.csv,0.0
net-snmp.csv,0.4
encog-java.csv,0.0
umber.csv,0.0
jahshakafx.csv,0.0
jahshaka.csv,0.0
selenium.csv,0.0
paintown.csv,0.0
h2database.csv,0.0
x4x.csv,0.0
elmo.csv,0.0
jmoney.csv,0.0
google-collections.csv,0.0
baadengine.csv,0.0
raven-monitoring.csv,0.0
smbopensoft.csv,0.0
xharbour.csv,0.0
flylinkdc.csv,0.0
reactos-mirror.csv,0.0
qpe.csv,0.0
xbrlapi.csv,0.0
prelude.csv,0.0
neoengine.csv,0.0
atunes.csv,0.0
avifile.csv,0.14
lamp.csv,0.0
logicmail.csv,0.0
wgs-assembler.csv,0.0
plearn.csv,0.0
werx.csv,0.0
plog4u.csv,0.0
openwbem.csv,0.0
qgo.csv,0.0
jaql.csv,0.0
kmatplot.csv,0.0
pclasses.csv,0.0
agilitybook.csv,0.0
triplea.csv,0.0
raygina.csv,0.0
wpdev.csv,0.0
owfs.csv,0.0
olap-navigator.csv,0.0
pokeglobal.csv,0.0
nova.csv,0.0
sauerbraten.csv,0.43
graphmak.csv,0.0
jgameai.csv,0.0
gpsmid.csv,0.0
empyrean.csv,0.0
awemud.csv,0.0
crisscross.csv,0.0
re2c.csv,0.0
tzod.csv,0.0
octave.csv,0.0
adaptagrams.csv,0.0
open-media-library.csv,0.0
vdsf.csv,0.0
orc.csv,0.0
lazarus-ccr.csv,0.0
n2cms.csv,0.0
forester-atv.csv,0.0
mob-sen-plat.csv,0.0
nh3d.csv,0.0
amanda.csv,0.0
