,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.43,0.91,0.37,0.53,0.6
open-data-kit.csv,0.75,0.91,0.76,0.88,0.9
qtractor.csv,0.68,0.82,0.68,0.8,0.5
quarkplayer.csv,0.18,0.73,0.21,0.42,0.0
turbotrader-bos.csv,0.36,0.36,0.14,0.7,0.4
