,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.61,0.65,0.75,0.41,0.59,0.82,0.56
flexpay.csv,0.89,0.75,0.58,0.91,0.94,0.52,0.66
modellus.csv,0.89,0.48,0.62,0.63,0.52,0.31,0.42
open-data-kit.csv,0.8,0.66,0.87,0.82,0.55,0.79,0.28
phet.csv,0.49,0.94,0.9,0.87,1.08,0.96,0.98
qtractor.csv,0.89,0.43,0.65,0.58,0.51,0.47,0.42
sumatrapdf.csv,0.95,0.47,0.98,0.84,0.27,0.74,0.78
