,f1,g,recall,precision,pf,wins
applet2app.csv,0.5700000000000001,0.625,0.635,0.535,0.335,14
biodwh.csv,0.38,0.36,0.32,0.485,0.155,3
blue-c.csv,0.56,0.58,0.74,0.445,0.635,6
cities3d.csv,0.46499999999999997,0.57,0.63,0.455,0.465,5
firebird.csv,0.575,0.57,0.785,0.5,0.445,13
jcache.csv,0.56,0.595,0.735,0.535,0.48,10
jparsec.csv,0.54,0.505,0.73,0.435,0.705,4
mscore.csv,0.59,0.655,0.72,0.565,0.42,15
nabu-library.csv,0.32999999999999996,0.35,0.315,0.44,0.235,1
ns-3-dev-def-routing.csv,0.395,0.425,0.445,0.39,0.37,2
open-ms.csv,0.52,0.575,0.56,0.585,0.33,9
popeye-chess.csv,0.53,0.6,0.57,0.56,0.31,11
qgo.csv,0.57,0.55,0.815,0.495,0.71,7
webdriver.csv,0.525,0.615,0.66,0.505,0.42,8
xined.csv,0.0,0.0,0.0,0.0,0.0,0
yafdotnet.csv,0.5700000000000001,0.615,0.655,0.5449999999999999,0.415,12
