,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.6,0.63,0.63,0.51,0.75,0.16,0.0,0.62,0.53,0.91,0.31,0.73
freedom-erp.csv,0.45,0.04,0.47,0.04,0.4,0.0,0.73,0.0,0.76,0.06,0.0,0.05
javaprofiler.csv,0.85,0.59,0.51,0.84,0.35,0.61,1.0,0.38,0.47,0.6,0.66,0.73
jmoney.csv,0.85,0.74,0.37,0.22,0.3,0.32,0.31,0.5,0.24,0.23,0.52,0.17
jsidplay2.csv,0.9,0.48,0.83,0.33,0.75,0.37,1.0,0.25,0.76,0.83,0.28,0.8
reaper3d.csv,0.8,0.7,0.58,0.08,0.18,0.22,0.62,0.75,0.53,0.43,0.69,0.24
servicestack.csv,0.05,0.0,0.0,0.08,0.12,0.01,0.01,0.0,0.65,0.03,0.0,0.03
springside.csv,0.5,0.96,0.53,0.84,0.42,0.43,0.68,1.0,0.88,0.37,0.69,0.35
swtfox.csv,0.1,0.74,0.19,0.41,0.52,0.37,0.02,0.0,0.0,0.83,0.52,0.64
synecdoche.csv,0.75,0.78,0.71,0.24,0.5,0.51,0.99,0.62,0.41,0.71,0.62,0.32
tmva.csv,0.6,0.56,0.83,0.86,0.57,0.77,1.0,0.88,0.94,0.57,0.38,0.55
wsmt.csv,0.25,0.19,0.05,0.31,0.12,0.06,0.04,0.0,0.65,0.8,0.07,0.6
