,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.47,0.57,0.81,0.66,0.71,0.52,0.54,0.66,0.52,0.96,1.05,0.8,0.42,0.5,0.72,0.45,0.72
biopax.csv,0.85,1.0,1.0,1.0,0.95,0.75,1.0,0.9,0.91,1.0,1.0,1.0,0.83,0.99,1.0,0.2,1.0
ffigo.csv,1.0,0.85,1.0,0.87,0.95,0.99,1.0,1.0,0.93,0.82,1.0,0.85,0.4,1.0,0.7,0.72,0.98
freebios.csv,0.92,0.77,0.3,0.84,0.83,0.83,0.89,0.66,0.73,0.66,0.62,0.65,0.76,0.91,0.79,0.87,0.86
glelite.csv,0.98,0.97,0.92,0.75,0.98,0.91,0.98,0.98,0.8,0.97,0.98,0.04,0.98,0.99,0.78,0.72,0.97
gnupdate.csv,0.64,0.73,0.85,0.72,0.23,0.61,0.63,0.6,0.56,0.9,1.03,0.98,0.54,0.7,0.72,0.62,0.78
go.csv,0.33,0.73,0.83,0.83,0.35,0.68,0.44,0.52,0.53,0.78,0.98,0.48,0.55,0.52,0.72,0.42,0.81
gstreamer.csv,0.58,0.78,0.92,0.87,0.58,0.83,0.62,0.71,0.53,0.89,0.78,0.79,0.86,0.4,0.62,0.75,1.0
metacosm.csv,0.78,0.69,0.91,0.47,0.9,0.87,0.57,0.59,0.6,0.79,0.71,0.68,0.68,0.69,0.65,0.53,0.32
pcsx2.csv,0.43,0.6,0.81,0.52,0.62,0.61,0.5,0.84,0.46,0.77,1.02,0.75,0.9,0.49,0.65,0.54,0.61
pgui.csv,0.95,1.0,0.87,0.77,0.55,1.0,0.53,0.43,0.94,0.94,1.07,1.05,0.95,1.0,0.64,0.85,1.0
qse.csv,0.74,0.72,0.89,0.63,0.8,0.82,0.26,0.6,0.58,0.86,0.83,0.88,0.81,0.75,0.71,0.3,0.64
rebecca-aiml.csv,0.57,0.65,0.66,0.59,0.77,0.77,0.49,0.65,0.64,0.19,0.45,0.57,0.55,0.7,0.79,0.61,0.71
skia.csv,0.54,0.57,0.89,0.58,0.8,0.63,0.61,0.69,0.74,0.83,0.48,0.74,0.69,0.75,0.42,0.96,0.59
vars-redux.csv,0.64,0.68,0.62,0.41,0.85,0.65,0.48,0.95,0.52,0.99,0.66,1.0,0.66,0.77,0.79,0.58,0.44
wxjs.csv,1.0,0.98,0.98,1.0,1.0,0.98,1.0,1.0,0.98,0.66,0.22,0.85,1.0,1.0,0.88,0.99,1.0
yale.csv,1.0,0.58,0.57,0.71,0.99,0.97,0.8,0.75,0.91,0.68,0.8,1.03,0.76,0.82,0.83,0.81,0.72
