,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.68,0.32,0.4,0.64,0.35,0.7,0.66,0.48,0.76,0.27,0.0,0.71,0.74,0.71,0.48,0.71,0.66
biopax.csv,0.78,0.26,0.66,0.59,0.33,0.7,0.6,0.45,0.8,0.45,0.15,0.97,0.73,0.73,0.5,0.89,0.64
ffigo.csv,0.0,0.15,0.0,0.34,0.09,0.01,0.0,0.0,0.13,0.29,0.0,0.26,0.79,0.0,0.43,0.46,0.06
freebios.csv,0.49,0.19,0.79,0.26,0.18,0.35,0.4,0.37,0.47,0.42,0.18,0.61,0.59,0.27,0.38,0.57,0.24
glelite.csv,0.78,0.26,0.65,0.62,0.31,0.76,0.6,0.44,0.76,0.41,0.15,0.98,0.75,0.73,0.54,0.81,0.63
gnupdate.csv,0.53,0.26,0.37,0.64,0.65,0.57,0.49,0.43,0.63,0.16,0.0,0.43,0.63,0.44,0.36,0.58,0.66
go.csv,0.79,0.27,0.46,0.59,0.53,0.64,0.72,0.53,0.79,0.33,0.04,0.68,0.69,0.66,0.45,0.74,0.65
gstreamer.csv,0.78,0.23,0.48,0.62,0.36,0.74,0.63,0.44,0.69,0.21,0.19,0.72,0.67,0.74,0.45,0.88,0.64
metacosm.csv,0.36,0.29,0.16,0.63,0.15,0.23,0.57,0.43,0.58,0.29,0.15,0.58,0.48,0.45,0.44,0.67,0.75
pcsx2.csv,0.74,0.29,0.5,0.59,0.4,0.63,0.65,0.45,0.77,0.36,0.0,0.4,0.19,0.69,0.42,0.63,0.66
pgui.csv,0.1,0.0,0.36,0.5,0.46,0.0,0.63,0.56,0.1,0.14,0.0,0.81,0.1,0.0,0.43,0.86,0.64
qse.csv,0.41,0.22,0.19,0.55,0.32,0.29,0.79,0.49,0.59,0.24,0.1,0.59,0.32,0.38,0.36,0.82,0.65
rebecca-aiml.csv,0.76,0.3,0.47,0.62,0.24,0.68,0.61,0.43,0.71,0.78,0.26,0.69,0.72,0.7,0.52,0.65,0.41
skia.csv,0.64,0.31,0.2,0.55,0.21,0.64,0.51,0.37,0.44,0.26,0.27,0.41,0.54,0.39,0.61,0.28,0.53
vars-redux.csv,0.64,0.31,0.6,0.69,0.22,0.53,0.62,0.42,0.7,0.45,0.21,0.96,0.62,0.66,0.51,0.59,0.69
wxjs.csv,0.0,0.03,0.04,0.0,0.0,0.04,0.0,0.0,0.03,0.43,0.44,0.26,0.0,0.01,0.19,0.05,0.0
yale.csv,0.77,0.33,0.69,0.42,0.29,0.72,0.42,0.3,0.69,0.47,0.12,0.84,0.49,0.41,0.46,0.42,0.4
