,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.4,0.48,0.44,0.7,0.38,0.46,0.38,0.41,0.41,0.38,0.41,0.26,0.41,0.46
chrysalis.csv,0.5,0.66,0.88,0.95,0.65,0.65,0.34,0.35,0.43,0.0,0.54,0.43,0.37,0.52
etics.csv,0.47,0.94,0.89,0.95,0.5,0.7,0.57,0.75,0.5,0.89,0.55,0.75,0.95,0.94
flexpay.csv,0.0,0.43,0.74,0.42,0.51,0.85,0.5,0.41,0.68,0.36,0.81,0.27,0.81,0.6
ifmo-game-1.csv,0.8,0.8,0.75,0.55,0.5,0.73,0.67,0.5,0.77,0.55,0.75,0.43,0.48,0.92
jcl.csv,0.6,0.46,0.44,0.48,0.38,0.54,0.41,0.36,0.56,0.48,0.52,0.26,0.51,0.42
linuxsh.csv,0.59,0.86,0.62,0.93,0.75,0.9,0.91,0.83,0.63,0.0,0.59,0.36,0.75,0.5
mvdsv.csv,0.5,0.83,0.67,0.92,0.5,0.5,0.88,0.67,0.94,0.83,0.79,0.0,0.47,0.8
openmeetings.csv,0.58,0.54,0.8,0.6,0.0,0.57,0.75,0.39,0.44,0.37,0.86,0.76,0.51,0.95
plato.csv,0.4,0.38,0.44,0.39,0.36,0.44,0.38,0.5,0.4,0.36,0.4,0.26,0.38,0.51
projecteqemu.csv,0.52,0.59,0.43,0.45,0.8,0.72,0.35,0.89,0.5,0.91,0.44,0.39,0.47,0.88
scite-ru.csv,0.38,0.41,0.38,0.39,0.61,0.46,0.36,0.43,0.38,0.39,0.38,0.26,0.37,0.71
uclmda.csv,0.91,0.89,0.88,0.85,0.88,0.8,0.0,0.83,0.78,0.0,0.0,0.27,0.92,0.83
vrjuggler.csv,0.71,0.64,0.71,0.43,0.45,0.76,0.68,0.42,0.99,0.59,0.55,0.51,0.4,0.0
