,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.26,1.0,0.13,0.9,0.91,1.0,0.88,0.88,0.97,0.96,0.83,0.68,0.99
chrysalis.csv,0.19,0.19,0.11,0.09,0.21,0.22,0.49,0.62,0.58,0.0,0.09,0.5,1.0,0.25
etics.csv,0.19,0.08,0.05,0.09,0.0,0.25,0.27,0.12,0.4,0.12,0.2,0.5,0.16,0.08
flexpay.csv,0.0,0.77,0.51,0.84,0.71,0.34,0.03,0.62,0.26,1.0,0.49,0.67,0.18,0.38
ifmo-game-1.csv,0.02,0.35,0.07,0.49,0.04,0.25,0.05,0.0,0.23,0.49,0.0,0.83,0.75,0.08
jcl.csv,0.12,0.4,0.85,0.31,0.85,0.66,0.71,0.75,0.28,0.66,0.6,0.33,0.29,0.74
linuxsh.csv,0.67,0.3,0.27,0.18,0.06,0.1,0.11,0.12,0.47,0.02,0.22,0.17,0.46,0.01
mvdsv.csv,0.02,0.04,0.05,0.05,0.35,0.01,0.03,0.25,0.03,0.08,0.09,0.0,0.54,0.02
openmeetings.csv,0.14,0.23,0.16,0.15,0.0,0.22,0.06,0.5,0.45,0.95,0.04,0.33,0.46,0.1
plato.csv,0.98,0.95,1.0,0.97,1.0,1.0,1.0,0.25,0.96,1.0,1.0,0.83,0.98,0.87
projecteqemu.csv,0.33,0.32,0.87,0.42,0.04,0.27,0.67,0.0,0.4,0.15,0.33,0.83,0.47,0.19
scite-ru.csv,1.0,0.88,0.64,0.99,0.23,0.82,0.79,1.0,1.0,0.73,0.76,1.0,1.0,0.53
uclmda.csv,0.24,0.36,0.13,0.33,0.1,0.06,0.02,0.25,0.34,0.0,0.0,0.0,0.1,0.04
vrjuggler.csv,0.26,0.38,0.2,0.82,0.35,0.38,0.25,1.0,0.17,0.39,0.36,1.0,0.39,0.0
