,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.61,1.0,0.73,0.57,0.2,0.2,0.25,0.41,0.85,0.77,0.42,0.35,0.09,0.55,0.67,0.64,0.89,0.58,0.1
delphilhlplib.csv,0.62,0.22,1.0,0.52,0.22,0.24,0.22,0.4,0.88,0.76,0.42,0.29,0.08,0.52,0.67,0.55,0.95,0.58,0.03
exordium.csv,0.79,0.29,0.81,0.82,1.0,0.43,0.13,0.5,0.85,0.84,0.6,0.38,0.22,0.86,0.33,0.83,0.82,0.83,0.18
fltk.csv,0.81,0.28,0.82,1.0,0.41,0.32,0.1,0.5,0.92,0.84,0.74,0.62,0.22,0.76,0.86,0.71,0.99,0.57,0.15
genoviz.csv,0.67,0.0,1.0,1.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
gzigzag.csv,0.9,0.2,0.33,0.71,0.45,1.0,0.25,0.43,0.75,0.75,0.41,0.32,0.05,0.57,0.69,0.54,0.57,0.57,0.18
irrlicht.csv,0.7,0.23,0.87,0.61,0.31,0.34,0.18,0.33,0.82,0.99,0.45,0.37,0.08,0.63,0.7,0.64,1.0,0.65,0.14
kmess.csv,0.73,0.26,0.88,0.59,0.33,0.31,0.19,0.25,0.85,0.8,0.43,0.35,0.1,0.57,0.69,0.99,0.94,0.63,0.17
moast.csv,0.62,0.25,0.75,0.57,0.25,0.23,0.23,0.38,0.85,0.77,0.43,0.35,0.09,0.55,0.68,0.63,1.0,0.59,0.1
mptvseries.csv,0.71,0.19,0.75,0.76,0.59,0.4,0.18,0.95,0.96,0.8,0.73,0.54,0.15,0.76,0.6,0.82,0.39,0.75,0.67
nativeclient.csv,0.77,0.27,0.71,0.67,0.4,0.4,0.17,0.45,0.87,0.78,0.5,0.58,0.11,0.65,0.65,0.66,0.9,0.99,0.11
openfrag.csv,0.65,0.29,0.77,0.69,0.29,0.26,0.14,0.5,0.85,0.82,0.55,0.41,0.12,0.98,0.72,0.65,0.95,0.6,0.12
phet.csv,0.36,0.2,0.76,0.37,0.04,0.21,1.0,0.32,0.79,0.73,0.4,0.25,0.05,0.42,0.59,0.5,0.24,0.51,0.08
qdvdauthor.csv,0.46,0.25,0.77,0.58,0.26,0.31,0.18,0.35,0.9,0.75,0.43,0.4,0.07,0.62,1.0,0.64,0.99,0.58,0.11
qse.csv,0.72,0.32,0.77,0.69,0.4,0.38,0.17,0.6,0.9,0.87,0.97,0.47,0.17,0.78,0.83,0.74,0.58,0.8,0.18
sauerbraten.csv,1.0,0.24,0.79,0.71,0.5,0.43,0.17,0.41,0.94,0.74,0.83,0.47,0.14,1.0,0.73,0.85,0.96,0.52,0.13
toped.csv,0.63,0.25,0.88,0.64,0.22,0.31,0.23,0.36,1.0,0.8,0.41,0.39,0.1,0.58,0.72,0.6,0.99,0.58,0.12
truevision.csv,0.74,0.34,0.75,0.69,0.45,0.26,0.19,0.46,0.78,0.82,0.54,1.0,0.14,0.62,0.69,0.79,0.89,0.77,0.14
zoolib.csv,0.83,0.19,0.67,0.83,0.41,0.32,0.13,0.5,0.93,0.75,0.7,0.8,1.0,0.54,0.53,0.61,1.0,0.83,1.0
