,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.56,0.52,0.72,0.42,0.49,0.4
minig.csv,0.88,0.67,0.6,0.58,0.54,0.64
ossbuild.csv,0.85,0.76,0.6,0.96,0.71,0.78
rezilla.csv,0.68,0.4,0.42,0.38,0.38,0.43
rocrail.csv,0.67,0.92,0.75,0.95,0.94,0.68
webdriver.csv,0.67,0.52,0.59,0.97,0.57,0.6
