,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.62,0.28,0.24,1.0,0.0,0.72
minig.csv,0.12,0.26,0.0,0.42,0.53,0.42
ossbuild.csv,0.4,0.09,0.39,0.0,0.13,0.1
rezilla.csv,0.0,0.67,0.72,0.76,0.62,0.91
rocrail.csv,0.02,0.04,0.03,0.09,0.04,0.0
webdriver.csv,0.28,0.0,0.29,0.12,0.36,0.14
