,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.37,0.44,0.41,0.0,0.97,0.63
minig.csv,0.19,0.33,0.89,0.28,0.53,0.47
ossbuild.csv,0.24,0.49,0.5,0.9,0.42,0.5
rezilla.csv,1.0,0.6,0.6,0.46,0.59,0.33
rocrail.csv,0.13,0.28,0.05,0.04,0.2,0.88
webdriver.csv,0.41,0.98,0.49,0.26,0.61,0.67
