,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.0,0.41,0.0,0.28,0.54,0.0,0.0,0.11,0.16,0.27
ffigo.csv,0.22,0.53,0.0,0.43,0.67,0.05,0.1,0.14,0.36,0.19
foursquared.csv,0.0,0.1,0.0,0.09,0.24,0.0,0.0,0.04,0.0,0.0
gebr.csv,0.78,0.94,0.21,0.93,1.0,0.67,0.83,0.96,0.82,0.98
ildjit.csv,0.26,0.43,0.32,0.28,0.22,0.46,0.31,0.24,0.16,0.25
jfreereport.csv,0.18,0.19,0.0,0.3,0.0,0.03,0.1,0.07,0.16,0.07
kml.csv,0.73,0.98,0.08,0.8,1.0,0.21,0.65,0.89,0.64,0.9
ng4j.csv,0.73,0.75,0.39,0.28,0.46,0.31,0.26,0.27,0.36,0.29
pcsx2.csv,0.23,0.43,1.0,0.8,0.35,0.13,0.38,0.29,0.0,0.39
wxjs.csv,0.01,0.13,0.0,0.02,0.02,0.03,0.01,0.19,0.0,0.03
