,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.0,0.1,0.0,0.5,0.39,0.0,1.0,0.23,0.79,0.16
ffigo.csv,0.25,0.09,1.0,0.33,0.38,0.78,0.73,0.13,0.79,0.39
foursquared.csv,0.0,0.29,1.0,0.43,0.68,1.0,0.0,0.0,0.0,0.0
gebr.csv,0.28,0.14,0.89,0.32,0.34,0.56,0.68,0.09,0.66,0.26
ildjit.csv,0.44,0.15,0.78,0.41,0.29,0.53,0.66,0.0,0.82,0.12
jfreereport.csv,0.11,0.25,1.0,0.48,1.0,0.93,0.86,0.14,0.79,0.5
kml.csv,0.13,0.13,0.95,0.35,0.34,0.77,0.72,0.09,0.68,0.26
ng4j.csv,0.25,0.14,0.8,0.43,0.49,0.64,0.81,0.04,0.7,0.48
pcsx2.csv,0.15,0.19,0.72,0.35,0.45,0.77,0.79,0.0,1.0,0.39
wxjs.csv,0.0,0.07,0.0,0.0,0.0,0.67,0.75,0.32,0.0,0.0
