,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.37,0.5,0.53,0.54,0.5,0.5,0.89,0.55,0.69,0.41,0.44,0.4,0.83,0.54,0.67,0.5,0.51,0.8,0.48
beast-mcmc.csv,0.71,0.51,0.97,0.73,0.58,0.55,0.57,0.59,0.62,0.65,0.61,0.43,0.52,0.67,0.6,0.45,0.95,0.46,0.77
bigdata.csv,0.5,0.51,0.46,0.49,0.51,0.52,0.41,0.43,0.74,0.38,0.43,0.36,0.47,0.46,0.45,0.73,0.39,0.41,0.38
codesmith.csv,0.36,0.41,0.44,0.46,0.43,0.39,0.4,0.45,0.42,0.33,0.4,0.35,0.56,0.46,0.43,0.42,0.44,0.37,0.54
coot.csv,0.56,0.43,0.56,0.57,0.63,0.47,0.47,0.53,0.68,0.5,0.46,0.47,0.73,0.54,0.51,0.44,0.53,0.45,0.38
cuberok.csv,0.46,0.35,0.49,0.47,0.48,0.41,0.62,0.45,0.45,0.39,0.41,0.54,0.45,0.48,0.86,0.32,0.54,0.46,0.35
icescrum.csv,0.63,0.54,0.72,0.51,0.55,0.54,0.47,0.45,0.72,0.57,0.53,0.46,0.54,0.61,0.48,0.58,0.92,0.39,0.86
jbasic.csv,0.68,0.46,0.69,0.68,0.64,0.47,0.5,0.57,0.56,0.58,0.5,0.53,0.76,0.65,0.95,0.5,0.87,0.53,0.75
jrefactory.csv,0.5,0.55,0.67,0.63,0.39,0.64,0.52,0.79,0.62,0.36,0.43,0.34,0.67,0.71,0.54,0.44,0.47,0.73,0.51
jsecurity.csv,0.89,0.51,0.82,0.9,0.71,0.65,0.46,0.92,0.92,0.92,0.57,0.44,0.59,0.74,0.43,0.62,0.55,0.7,0.67
kolmafia.csv,0.4,0.41,0.39,0.4,0.37,0.43,0.47,0.45,0.5,0.39,0.38,0.43,0.78,0.41,0.34,0.41,0.61,0.47,0.35
libopenmetaverse.csv,0.41,0.42,0.54,0.54,0.56,0.43,0.38,0.46,0.54,0.48,0.52,0.37,0.48,0.53,0.46,0.38,0.39,0.41,0.4
mevenide.csv,0.47,0.5,0.85,0.67,0.42,0.52,0.5,0.51,0.54,0.46,0.6,0.44,0.68,0.82,0.46,0.32,0.54,0.45,0.42
mobicents.csv,0.56,0.56,0.59,0.63,0.46,0.52,0.47,0.49,0.74,0.44,0.48,0.51,0.88,0.55,0.44,0.44,0.88,0.35,0.76
opendvr.csv,0.42,0.43,0.62,0.52,0.39,0.43,0.61,0.5,0.58,0.38,0.5,0.35,0.81,0.63,0.5,0.42,0.46,0.59,0.6
power-architect.csv,0.5,0.48,0.52,0.55,0.37,0.47,0.75,0.61,0.56,0.41,0.54,0.36,0.69,0.54,0.93,0.35,0.4,0.67,0.38
sidekar.csv,0.39,0.38,0.47,0.49,0.42,0.41,0.41,0.43,0.51,0.38,0.39,0.38,0.61,0.44,0.45,0.34,0.7,0.34,0.36
ta3d.csv,0.37,0.4,0.47,0.49,0.39,0.4,0.5,0.46,0.44,0.37,0.42,0.43,0.57,0.45,0.41,0.42,0.39,0.43,0.46
thedata.csv,0.6,0.77,0.96,0.86,0.91,0.64,0.39,0.54,0.54,0.47,0.62,0.57,0.44,0.74,0.43,0.67,0.93,0.43,0.75
