,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.43,0.43,0.38,0.72,0.47,0.51,0.26,0.53,0.98,0.51,0.72,0.68,0.14,0.42,0.43,0.49,0.5,0.2,0.06
beast-mcmc.csv,0.97,0.44,0.21,0.47,0.51,0.5,0.52,0.4,0.15,0.49,0.51,0.62,0.41,0.28,0.45,0.59,0.45,0.69,0.12
bigdata.csv,0.48,0.51,0.31,0.75,0.65,0.49,0.56,0.66,0.29,0.83,1.0,0.72,0.42,0.41,0.71,0.4,0.74,0.81,0.12
codesmith.csv,0.42,0.62,0.41,0.78,0.61,0.68,0.57,0.66,0.49,0.81,0.83,0.69,0.46,0.31,0.67,0.53,1.0,0.79,0.2
coot.csv,0.35,0.71,0.29,0.47,0.36,0.55,0.39,0.42,0.24,0.62,0.66,0.57,0.24,0.31,0.99,0.32,0.34,0.55,0.09
cuberok.csv,0.44,0.55,0.33,0.72,0.6,0.59,0.93,0.66,0.49,0.65,0.8,0.49,0.46,0.39,0.38,0.6,0.48,0.71,0.1
icescrum.csv,0.62,0.43,0.37,0.59,0.43,0.51,0.49,0.68,0.33,0.49,0.52,0.54,0.23,0.39,0.41,1.0,0.24,0.49,0.18
jbasic.csv,0.42,0.67,0.2,0.52,0.48,0.62,0.41,0.94,0.35,0.57,0.64,0.53,0.41,0.27,0.41,0.6,0.28,0.56,0.1
jrefactory.csv,0.33,0.98,0.25,0.43,0.67,0.47,0.51,0.38,0.36,0.71,0.67,0.68,0.26,0.37,0.53,0.45,0.69,0.52,0.18
jsecurity.csv,0.42,0.4,0.96,0.31,0.49,0.47,0.46,0.21,0.27,0.36,0.54,0.57,0.21,0.17,0.57,0.44,0.3,0.36,0.11
kolmafia.csv,0.45,0.59,0.4,0.63,0.61,0.58,0.41,0.5,0.45,0.69,0.65,0.99,0.32,0.36,0.69,0.54,0.39,0.5,0.04
libopenmetaverse.csv,0.35,0.71,0.31,0.6,0.97,0.6,0.55,0.64,0.34,0.64,0.71,0.67,0.37,0.4,0.67,0.49,0.78,0.81,0.14
mevenide.csv,0.41,0.59,0.22,0.58,0.56,0.58,0.48,0.55,0.36,0.76,0.65,0.62,0.44,0.98,0.65,0.54,0.61,0.71,0.14
mobicents.csv,0.43,0.54,0.4,0.53,0.56,0.98,0.54,0.54,0.5,0.61,0.67,0.63,0.2,0.38,0.54,0.55,0.35,0.62,0.1
opendvr.csv,0.39,0.67,0.29,0.68,0.61,0.65,0.4,0.62,0.45,0.88,0.8,0.71,0.93,0.31,0.6,0.44,0.67,0.59,0.06
power-architect.csv,0.4,0.71,0.3,0.65,0.63,0.59,0.44,0.37,0.43,1.0,0.74,0.68,0.46,0.37,0.35,0.58,0.71,0.62,0.06
sidekar.csv,0.49,0.71,0.38,0.98,0.63,0.63,0.51,0.71,0.53,0.75,0.77,0.73,0.33,0.45,0.51,0.7,0.32,0.66,0.04
ta3d.csv,0.39,0.7,0.34,0.72,0.61,0.63,0.55,0.66,0.53,0.72,0.8,0.65,0.32,0.4,0.7,0.5,0.68,1.0,0.1
thedata.csv,0.42,0.31,0.16,0.41,0.26,0.49,0.44,0.59,0.37,0.54,0.55,0.47,0.24,0.31,0.63,0.09,0.28,0.54,1.0
