,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.64,0.94,0.82,0.96,0.61,0.69,0.72,0.4,0.73,0.87,1.0,0.84,0.79,0.52,0.88,0.6,0.31,0.74,0.74
autat.csv,0.71,1.0,0.93,0.82,0.79,0.84,0.63,0.58,1.09,0.46,0.96,0.76,0.94,0.97,0.97,0.82,0.81,0.76,0.85
brlcad.csv,0.92,0.5,0.55,0.93,0.9,0.73,0.68,0.8,1.06,0.66,1.0,0.69,0.67,0.92,0.46,0.82,0.77,0.78,0.88
delphilhlplib.csv,0.92,0.46,0.37,0.61,0.66,0.62,0.44,0.52,1.0,0.56,0.46,0.68,0.6,0.51,0.42,0.57,0.57,0.72,0.65
exordium.csv,0.92,0.46,0.57,0.67,0.34,0.66,0.56,0.53,1.33,0.54,0.69,0.61,0.69,0.6,0.47,0.56,0.6,0.73,0.65
fltk.csv,0.57,0.86,0.73,0.41,0.64,0.67,0.52,0.5,1.04,0.86,0.93,0.65,0.51,0.67,0.9,0.56,0.54,0.66,0.53
google-web-toolkit.csv,0.61,0.88,0.86,0.62,0.44,0.54,0.6,0.46,0.96,0.71,0.65,0.66,0.63,0.56,0.91,0.59,0.47,0.47,0.43
gzigzag.csv,0.5,0.73,0.74,0.71,0.64,0.54,0.65,0.7,1.26,0.54,0.51,0.74,0.46,0.48,0.88,0.7,0.69,0.69,0.68
irrlicht.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61,1.0,1.0,0.99,1.0,1.0,0.99,1.0
mimosa.csv,0.92,0.81,0.83,0.62,0.83,0.86,0.83,0.72,1.01,0.93,0.23,0.65,0.74,0.86,0.87,0.76,0.96,0.85,0.94
mptvseries.csv,0.47,0.75,1.0,0.47,0.51,0.69,0.33,0.49,1.35,0.95,0.47,0.77,0.38,0.71,0.9,0.62,0.58,0.89,0.66
ogre.csv,0.93,0.74,0.81,0.65,0.98,0.86,0.99,1.07,0.06,0.85,0.42,0.87,0.8,0.97,0.87,0.94,0.81,0.76,0.77
openfrag.csv,0.88,0.76,0.68,0.55,0.46,0.68,0.46,0.67,1.29,0.87,0.72,0.58,0.51,0.43,0.68,0.37,0.44,0.71,0.63
qdvdauthor.csv,0.67,0.94,0.85,0.87,0.73,0.68,0.56,0.67,1.1,0.93,0.62,0.75,1.0,0.7,0.83,0.79,0.52,0.72,0.59
qse.csv,0.62,0.94,0.8,0.53,0.4,0.63,0.37,0.44,1.02,0.59,0.98,0.62,0.27,0.6,0.6,0.64,0.62,0.72,0.59
sauerbraten.csv,0.34,0.98,0.77,0.98,0.93,0.72,0.87,1.0,1.0,0.93,0.67,0.98,1.0,0.96,0.86,0.98,0.67,0.76,1.0
toped.csv,0.83,0.78,0.9,0.92,0.72,0.93,0.63,0.22,1.12,0.88,1.0,0.8,0.89,0.71,0.69,0.72,0.47,0.8,0.71
truevision.csv,0.6,1.0,0.82,0.5,0.61,0.67,0.63,0.65,0.83,0.56,0.61,0.61,1.0,0.34,0.56,0.6,0.57,0.62,0.58
zoolib.csv,0.55,0.79,0.7,0.57,0.46,0.65,0.48,0.58,0.87,0.63,0.61,0.65,0.72,0.59,0.41,0.76,0.59,0.68,0.76
