,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.87,0.17,0.45,0.97,0.74,0.9,0.68,0.78,0.46,0.81,1.0,0.77,0.8,0.66,0.13,0.62,0.78,0.82,0.72
autat.csv,0.67,0.0,0.08,0.2,0.21,0.17,0.37,0.43,0.03,0.56,0.13,0.27,0.06,0.03,0.03,0.18,0.19,0.25,0.15
brlcad.csv,0.95,0.76,0.47,0.07,0.11,0.31,0.32,0.24,0.07,0.44,0.0,0.34,0.34,0.08,0.65,0.18,0.31,0.26,0.15
delphilhlplib.csv,0.95,0.64,0.85,0.41,0.95,0.59,0.58,0.53,0.13,0.69,0.55,0.63,0.4,0.53,0.81,0.44,0.57,0.55,0.5
exordium.csv,0.97,0.71,0.74,0.33,0.74,0.66,0.53,0.71,0.13,0.69,0.47,0.55,0.31,0.42,0.9,0.45,0.66,0.57,0.5
fltk.csv,0.82,0.14,0.32,0.7,0.42,0.66,0.53,0.51,0.09,0.88,0.79,0.49,0.8,0.34,0.1,0.45,0.48,0.56,0.62
google-web-toolkit.csv,0.82,0.16,0.62,0.74,0.74,0.66,0.42,0.55,0.18,0.56,0.95,0.4,0.37,0.5,0.1,0.48,0.57,0.72,0.62
gzigzag.csv,0.72,0.3,0.26,0.32,0.37,0.55,0.37,0.78,0.23,0.56,0.63,0.29,0.54,0.58,0.13,0.3,0.34,0.37,0.35
irrlicht.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.69,1.0,1.0,0.97,1.0,1.0,0.01,1.0
mimosa.csv,0.95,0.99,0.98,0.41,0.79,0.93,0.53,0.55,0.87,1.0,0.87,0.59,0.71,0.84,0.97,0.67,0.97,0.7,0.72
mptvseries.csv,0.72,0.52,0.0,0.59,0.53,0.31,0.84,0.57,0.09,0.06,0.87,0.27,0.89,0.29,0.1,0.38,0.43,0.13,0.4
ogre.csv,0.08,0.37,0.64,0.58,0.47,0.9,0.42,0.61,0.94,0.5,0.66,0.62,0.43,0.95,0.9,0.59,0.78,0.63,0.65
openfrag.csv,0.97,0.8,0.89,0.68,0.84,0.62,0.58,0.94,0.18,0.81,0.95,0.6,0.49,0.66,0.35,0.71,0.66,0.79,0.52
qdvdauthor.csv,0.33,0.87,0.47,0.73,0.63,0.55,0.79,0.37,0.55,0.44,0.63,0.6,1.0,0.47,0.29,0.77,0.69,0.42,0.72
qse.csv,0.69,0.06,0.34,0.76,0.74,0.62,0.68,0.71,0.12,0.44,0.63,0.49,0.77,0.47,0.45,0.38,0.45,0.61,0.5
sauerbraten.csv,0.77,0.96,0.74,1.0,1.0,0.9,0.95,1.0,0.98,0.62,0.89,0.94,1.0,0.97,0.61,0.98,0.96,0.75,1.0
toped.csv,0.97,0.41,0.85,0.99,0.89,0.93,0.84,0.78,0.49,1.0,1.0,0.76,1.0,0.47,0.42,0.83,0.79,0.87,0.8
truevision.csv,0.74,0.0,0.45,0.7,0.74,0.34,0.68,0.67,0.33,0.88,0.5,0.62,0.0,0.76,0.55,0.56,0.52,0.62,0.6
zoolib.csv,0.9,0.21,0.57,0.44,0.74,0.69,0.53,0.63,0.13,0.44,0.39,0.4,0.29,0.45,0.65,0.24,0.49,0.41,0.4
