,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.73,0.72,0.35,0.58,0.7,0.5,0.32,0.97,0.21,0.58,0.58,0.25,0.99,0.41,0.49
emulemorph.csv,0.0,0.03,0.0,0.31,0.0,0.5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.01
fceugc.csv,0.45,0.31,0.08,0.61,0.28,0.5,0.07,0.14,0.64,0.58,0.36,0.38,0.74,0.23,0.63
gnukeda.csv,0.22,0.25,0.49,0.69,0.79,0.25,0.9,0.14,0.9,0.88,0.91,0.87,0.76,0.41,0.65
gusanos.csv,0.03,0.16,0.64,0.22,0.07,0.25,0.47,0.24,0.06,0.04,0.11,0.69,0.78,0.03,0.35
micomt.csv,0.44,0.97,0.59,0.73,0.79,1.0,0.14,0.9,0.8,0.83,0.68,0.76,1.0,0.86,0.89
modplug.csv,1.0,0.94,0.96,0.88,0.63,1.0,0.73,1.0,0.9,0.33,0.72,0.78,0.75,0.75,0.72
ogre.csv,0.55,0.25,0.77,0.48,0.74,0.0,0.49,0.38,0.78,0.38,0.85,0.78,0.25,0.68,0.77
openfrag.csv,0.81,0.53,0.14,0.61,0.49,1.0,0.08,0.59,0.06,0.25,0.17,0.29,0.99,0.25,0.44
oscarmcmaster.csv,0.5,0.19,0.16,0.62,0.37,0.0,0.58,0.41,0.05,0.08,0.13,0.36,0.64,0.12,0.29
pidgin.csv,0.38,0.44,0.43,0.41,0.21,1.0,0.63,0.21,0.16,0.54,0.17,0.69,0.56,0.4,0.44
repositorium.csv,0.0,0.34,0.01,0.15,0.53,0.5,0.12,0.86,0.22,0.67,0.98,0.6,0.72,0.59,0.42
unimrcp.csv,0.14,0.16,0.32,0.61,0.53,0.5,0.29,0.28,0.62,0.54,0.34,0.45,0.84,0.38,0.8
xapian.csv,0.92,0.97,0.86,0.9,0.47,1.0,0.07,0.79,0.55,0.46,0.85,0.6,1.0,0.22,0.62
xqilla.csv,0.16,0.16,0.12,0.45,0.4,0.5,0.75,0.1,0.63,0.58,0.19,0.4,0.06,0.5,0.46
