,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.18,0.5,0.0,0.1,0.09,0.12,0.06,0.2,1.0,0.11,0.2,0.17,0.13,0.29,0.62,0.95,0.32,0.3,0.0
blogentis.csv,0.5,0.59,1.0,0.81,0.57,0.27,0.88,0.24,0.1,1.0,0.62,0.6,1.0,0.47,0.53,0.38,0.33,0.09,0.39,1.0
carabiner.csv,0.5,0.97,1.0,0.88,0.24,0.55,0.67,0.2,0.4,0.0,0.7,0.4,0.5,0.7,0.76,0.85,0.43,0.95,0.42,0.0
continuum-ide.csv,0.5,0.69,0.25,0.25,0.12,0.18,0.17,0.18,0.0,1.0,0.38,0.2,0.67,0.17,1.0,0.31,0.29,0.09,0.0,1.0
emulemorph.csv,0.0,0.0,0.0,0.25,0.0,0.18,0.08,0.1,0.0,0.0,0.03,0.2,1.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
free-evolution.csv,0.0,0.69,0.5,0.12,0.24,0.36,0.25,0.1,0.6,0.0,0.25,0.2,0.0,0.03,0.29,0.38,0.29,0.23,0.94,1.0
gtad.csv,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.15,0.2,0.17,0.03,0.06,0.0,0.14,0.05,0.06,0.0
htmlunit.csv,0.5,0.51,0.0,0.62,0.06,0.36,0.25,0.14,0.0,0.0,0.92,0.4,0.33,0.4,0.41,0.46,0.05,0.05,0.06,0.0
jaxen.csv,0.0,0.05,0.0,0.19,0.0,0.0,0.04,0.0,0.0,0.0,0.08,1.0,0.0,0.27,0.18,0.23,0.0,0.0,0.0,0.0
jsr308-langtools.csv,1.0,0.87,0.0,0.88,0.51,0.64,0.71,0.25,0.2,0.0,0.72,0.8,0.5,1.0,0.76,0.77,0.62,0.27,0.42,0.0
jvcl.csv,0.0,0.0,0.0,0.81,0.0,0.0,0.12,0.08,0.0,0.0,0.08,0.0,0.0,0.23,0.0,0.15,0.1,0.09,0.0,0.0
kaffeine.csv,1.0,1.0,1.0,1.0,0.98,0.82,0.79,0.82,1.0,1.0,0.97,1.0,1.0,0.93,1.0,1.0,0.81,0.95,0.94,1.0
m-m-m.csv,1.0,0.41,0.75,0.81,0.55,0.91,0.83,1.0,0.9,1.0,0.87,1.0,0.33,0.8,0.71,0.92,0.86,0.95,0.55,1.0
motu.csv,1.0,0.05,0.5,0.12,0.0,0.0,0.25,0.12,0.2,0.0,0.26,0.2,0.0,0.3,0.0,0.92,0.05,0.18,0.03,0.0
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
sarasvati.csv,0.5,0.56,0.0,0.38,0.33,0.91,0.08,0.08,0.2,1.0,0.33,0.2,0.0,0.37,0.12,0.31,0.38,0.0,0.3,0.0
taokgame.csv,0.0,0.0,0.0,0.12,0.02,0.09,0.08,0.06,1.0,1.0,0.03,0.0,0.0,0.07,0.0,0.77,0.24,0.32,0.09,0.0
wgs-assembler.csv,0.0,1.0,0.75,0.69,0.22,0.73,0.21,0.37,0.2,1.0,0.29,0.4,0.17,0.33,0.65,0.69,0.43,0.27,0.48,0.0
