,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.29,0.12,0.0,0.19,0.1,0.17,0.11,0.13,0.13,0.19,0.04,0.13,0.23,0.33,0.33,0.98,0.31,0.35,0.0
blogentis.csv,0.04,0.44,0.03,0.23,0.67,0.12,0.91,0.36,0.04,0.12,0.56,0.24,0.15,0.62,0.43,0.24,0.24,0.15,0.25,0.05
carabiner.csv,0.07,0.52,0.02,0.17,0.36,0.16,0.46,0.31,0.15,0.0,0.5,0.13,0.09,0.66,0.5,0.4,0.21,0.98,0.34,0.0
continuum-ide.csv,0.29,0.5,0.01,0.13,0.21,0.15,0.24,0.29,0.0,0.4,0.36,0.18,0.26,0.27,1.0,0.28,0.24,0.14,0.0,0.09
emulemorph.csv,0.0,0.0,0.0,0.25,0.0,0.09,0.1,0.18,0.0,0.0,0.05,0.07,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
free-evolution.csv,0.0,0.5,0.12,0.07,0.38,0.24,0.29,0.18,0.16,0.0,0.31,0.09,0.0,0.06,0.31,0.22,0.29,0.28,0.97,0.07
gtad.csv,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.24,0.17,0.2,0.06,0.1,0.0,0.23,0.08,0.1,0.0
htmlunit.csv,0.33,0.48,0.0,0.24,0.12,0.23,0.36,0.23,0.0,0.0,0.96,0.25,0.18,0.53,0.47,0.44,0.06,0.08,0.11,0.0
jaxen.csv,0.0,0.09,0.0,0.22,0.0,0.0,0.08,0.0,0.0,0.0,0.15,1.0,0.0,0.42,0.26,0.35,0.0,0.0,0.0,0.0
jsr308-langtools.csv,0.09,0.52,0.0,0.19,0.67,0.22,0.51,0.38,0.08,0.0,0.51,0.17,0.09,1.0,0.48,0.43,0.27,0.35,0.33,0.0
jvcl.csv,0.0,0.0,0.0,0.9,0.0,0.0,0.14,0.15,0.0,0.0,0.11,0.0,0.0,0.36,0.0,0.17,0.08,0.11,0.0,0.0
kaffeine.csv,0.05,0.53,0.02,0.2,0.98,0.17,0.45,0.82,0.22,0.05,0.49,0.12,0.11,0.86,0.47,0.43,0.27,0.46,0.37,0.02
m-m-m.csv,0.06,0.38,0.03,0.18,0.65,0.16,0.37,1.0,0.19,0.04,0.44,0.11,0.06,0.74,0.41,0.43,0.28,0.45,0.33,0.03
motu.csv,0.44,0.09,0.14,0.07,0.0,0.0,0.32,0.21,0.17,0.0,0.35,0.04,0.0,0.45,0.0,0.96,0.07,0.23,0.06,0.0
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
sarasvati.csv,0.17,0.5,0.0,0.15,0.43,0.95,0.15,0.15,0.21,0.25,0.37,0.08,0.0,0.47,0.16,0.31,0.23,0.0,0.27,0.0
taokgame.csv,0.0,0.0,0.0,0.12,0.04,0.09,0.1,0.11,1.0,0.03,0.06,0.0,0.0,0.11,0.0,0.31,0.23,0.24,0.17,0.0
wgs-assembler.csv,0.0,1.0,0.06,0.18,0.37,0.2,0.22,0.51,0.13,0.04,0.33,0.25,0.06,0.44,0.46,0.35,0.21,0.27,0.36,0.0
