,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.93,0.79,0.92,0.68,0.5,0.95,0.98,0.94,0.98,0.48,0.75,0.61,0.61,0.88,0.39,0.81,0.86,0.89,0.9
bulmages.csv,0.85,0.9,0.83,0.88,0.88,0.88,0.97,0.0,0.83,0.67,0.94,0.89,0.67,0.67,0.0,0.88,0.94,0.95,0.8
forester-atv.csv,0.94,0.75,0.65,0.88,0.56,0.93,0.96,0.8,0.97,0.89,0.86,0.83,0.75,0.92,0.83,0.83,0.83,0.92,0.0
google-collections.csv,0.43,0.39,0.27,0.33,0.35,0.36,0.36,0.4,0.4,0.36,0.39,0.44,0.29,0.38,0.36,0.48,0.44,0.45,0.36
hannosset.csv,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.75,0.0,0.86,0.5
jbpm.csv,0.86,0.77,0.67,0.94,0.78,0.67,0.95,0.8,0.98,0.74,0.93,0.95,0.91,0.0,0.92,0.96,0.86,0.0,0.92
mevenide.csv,0.93,0.5,0.0,0.92,0.55,0.89,0.95,0.86,0.98,0.8,0.79,0.0,0.83,0.52,0.75,0.83,0.5,0.82,0.85
nassp.csv,0.67,0.67,0.42,0.62,0.38,0.55,0.79,0.71,0.56,0.82,0.74,0.67,0.33,0.56,0.58,0.62,0.54,0.58,0.69
open-media-library.csv,0.53,0.75,0.27,0.51,0.42,0.53,0.71,0.69,0.64,0.56,0.51,0.46,0.48,0.56,0.47,0.62,0.57,0.67,0.51
opendvr.csv,0.72,0.45,0.38,0.54,0.57,0.61,0.75,0.87,0.63,0.56,0.69,0.88,0.48,0.53,0.72,0.6,0.85,0.71,0.59
openefm.csv,0.85,0.61,0.67,0.55,0.41,0.62,0.78,0.9,0.89,0.58,0.77,0.75,0.56,0.77,0.7,0.74,0.95,0.67,0.64
oppna-program-hsatools.csv,0.42,0.38,0.27,0.34,0.35,0.38,0.36,0.4,0.4,0.34,0.42,0.44,0.34,0.39,0.39,0.39,0.45,0.45,0.34
paintown.csv,0.51,0.45,0.67,0.46,0.42,0.4,0.5,0.52,0.43,0.39,0.47,0.39,0.38,0.47,0.37,0.43,0.55,0.5,0.4
projectfactory.csv,0.79,0.94,0.29,0.63,0.68,0.63,0.52,0.77,0.69,0.88,0.61,0.93,0.36,0.61,0.59,0.86,0.83,0.67,0.83
smbopensoft.csv,0.6,0.5,0.43,0.39,0.35,0.51,0.44,0.5,0.51,0.52,0.46,0.57,0.34,0.47,0.51,0.52,0.67,0.46,0.57
st-filteredstatistics.csv,0.41,0.44,0.28,0.34,0.36,0.39,0.37,0.38,0.41,0.34,0.46,0.44,0.33,0.4,0.33,0.38,0.5,0.42,0.35
thedata.csv,0.52,0.8,0.28,0.86,0.92,0.55,0.83,0.93,0.94,0.34,0.94,0.89,0.63,0.51,0.36,0.41,0.48,0.9,0.75
trackit.csv,0.52,0.74,0.88,0.53,0.43,0.56,0.77,0.54,0.62,0.46,0.46,0.64,0.43,0.5,0.42,0.51,0.55,0.64,0.44
wxstudio.csv,0.76,0.8,0.83,0.72,0.91,0.63,0.86,0.91,0.98,0.75,0.71,0.58,0.83,0.88,0.62,0.61,0.71,0.94,0.89
