,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.15,0.39,0.1,0.38,0.62,0.24,0.87,0.24,0.06,0.92,0.41,0.57,0.36,0.15,0.33,0.19,0.09,0.31,0.25
bulmages.csv,0.24,0.12,0.04,0.1,0.15,0.09,0.21,0.0,0.02,0.33,0.12,0.9,0.08,0.03,0.0,0.11,0.14,0.17,0.0
forester-atv.csv,0.21,0.04,0.44,0.15,0.96,0.15,0.21,0.1,0.1,0.42,0.24,0.1,0.23,0.18,0.0,0.11,0.09,0.24,0.0
google-collections.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hannosset.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.83,0.0,0.05,0.03,0.0
jbpm.csv,0.28,0.38,0.03,0.18,0.19,0.06,0.19,0.05,0.96,0.17,0.1,0.19,0.23,0.0,0.0,0.27,0.05,0.0,0.0
mevenide.csv,0.21,0.02,0.01,0.15,0.31,0.36,0.15,0.1,0.27,0.17,0.29,0.0,0.08,0.23,0.0,0.08,0.05,0.97,0.25
nassp.csv,0.31,0.22,0.65,0.28,0.85,0.55,0.38,0.39,0.69,0.92,0.27,0.0,0.77,0.46,0.17,0.16,0.14,0.28,0.25
open-media-library.csv,0.49,0.05,0.97,0.98,0.54,0.45,0.55,0.39,0.48,0.5,0.67,0.81,0.44,0.56,0.5,0.46,0.73,0.41,0.5
opendvr.csv,0.43,0.75,0.51,0.52,0.58,0.42,0.32,0.24,0.4,0.42,0.46,0.43,0.56,0.67,0.67,0.51,0.91,0.34,0.5
openefm.csv,0.28,0.42,0.38,0.42,0.58,1.0,0.45,0.2,0.23,0.58,0.17,0.38,0.38,0.15,0.33,0.41,0.36,0.21,0.25
oppna-program-hsatools.csv,0.97,0.85,0.99,0.82,0.88,0.94,0.98,0.88,0.96,1.0,1.0,0.95,0.72,1.0,0.83,0.84,0.95,1.0,0.5
paintown.csv,0.99,0.5,0.45,0.45,0.65,0.82,0.64,0.46,0.75,0.75,0.66,0.71,0.59,0.36,1.0,0.59,0.36,0.59,0.75
projectfactory.csv,0.29,0.2,0.95,0.48,0.42,0.45,0.43,0.17,0.29,0.08,0.36,0.33,0.64,0.92,0.33,0.08,0.14,0.38,0.25
smbopensoft.csv,0.4,0.45,1.0,0.57,0.65,0.42,0.72,0.39,0.67,0.67,0.54,0.29,0.64,0.54,0.83,0.27,0.36,0.69,0.25
st-filteredstatistics.csv,0.69,0.4,0.93,0.68,0.88,0.7,0.89,0.61,0.79,0.92,0.69,0.95,1.0,0.9,0.5,0.59,0.59,0.9,0.25
thedata.csv,0.54,0.06,0.97,0.15,0.19,0.48,0.3,0.17,0.17,0.83,0.11,0.29,0.26,0.59,0.67,0.65,0.23,0.17,1.0
trackit.csv,0.6,0.34,0.03,0.45,0.58,0.55,0.32,1.0,0.5,0.75,0.62,0.29,0.67,0.51,0.33,0.51,0.77,0.62,0.25
wxstudio.csv,0.31,0.06,0.03,0.28,0.27,0.27,0.4,0.17,0.12,0.17,0.31,0.62,0.15,0.08,0.33,0.95,0.41,0.1,0.25
