,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.57,0.61,0.27,0.75,0.53,0.49,0.37,0.43
forester-atv.csv,0.91,0.0,0.56,0.56,0.94,0.67,0.91,0.94
google-collections.csv,0.43,0.39,0.27,0.35,0.46,0.46,0.35,0.4
jsecurity.csv,0.83,0.75,0.5,0.56,0.76,0.89,0.94,0.72
opensim4opencog.csv,0.88,0.88,0.7,0.74,0.96,0.98,0.82,0.95
paintown.csv,0.51,0.47,0.49,0.33,0.52,0.51,0.48,0.58
smbopensoft.csv,0.79,0.73,0.42,0.57,0.88,0.98,0.96,0.71
thout.csv,0.66,0.63,0.8,0.41,0.76,0.64,0.75,0.57
