,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.59,0.97,0.49,0.5,0.23,0.21,1.0,0.11
forester-atv.csv,0.82,0.0,0.87,1.0,0.56,0.0,0.91,0.11
google-collections.csv,0.48,1.0,0.49,0.39,0.23,0.19,0.88,0.12
jsecurity.csv,0.43,1.0,0.5,0.36,0.45,1.0,0.89,0.14
opensim4opencog.csv,0.5,1.0,0.83,0.74,0.22,0.1,0.89,1.0
paintown.csv,1.0,1.0,0.55,0.5,0.27,0.18,0.89,0.17
smbopensoft.csv,0.46,0.96,0.97,0.29,0.19,0.16,0.87,0.12
thout.csv,0.4,1.0,0.4,0.41,1.0,0.19,0.89,0.11
