,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.18,0.23,0.58,0.55,0.97,0.44,0.77
encog-java.csv,0.89,0.08,0.54,0.08,0.36,0.32,0.41
h2database.csv,0.24,0.98,0.09,0.17,0.2,0.14,0.35
haphazard.csv,0.09,0.11,0.33,0.12,0.41,0.92,0.51
jaql.csv,0.31,0.35,0.36,0.98,0.55,0.26,0.55
raven-monitoring.csv,0.27,0.18,1.0,0.34,0.39,0.31,0.5
v8.csv,0.24,0.24,0.55,0.57,0.59,0.38,1.0
