,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.11,0.14,0.47,0.5,0.99,0.32,0.94
encog-java.csv,1.0,0.08,0.41,1.0,0.35,0.2,0.93
h2database.csv,0.15,1.0,0.2,0.75,0.91,0.13,0.96
haphazard.csv,0.07,0.14,0.4,0.27,0.42,1.0,0.96
jaql.csv,0.2,0.23,0.42,1.0,0.6,0.19,0.96
raven-monitoring.csv,0.18,0.11,1.0,0.63,0.36,0.26,0.96
v8.csv,0.16,0.16,0.6,0.51,0.42,0.25,1.0
