,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.64,0.65,0.6,0.41,0.01,0.37,0.62
encog-java.csv,0.0,0.12,0.77,0.0,0.49,0.67,0.31
h2database.csv,0.48,0.0,0.15,0.02,0.01,0.25,0.15
haphazard.csv,0.2,0.08,0.29,0.13,0.4,0.0,0.23
jaql.csv,0.39,0.34,0.29,0.0,0.24,0.4,0.23
raven-monitoring.csv,0.32,0.42,0.0,0.09,0.56,0.27,0.23
v8.csv,0.41,0.43,0.23,0.39,0.99,0.58,0.0
