,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.93,0.71,0.0,0.5,0.67,0.98
codeblocks.csv,0.86,0.44,0.44,0.46,0.35,0.51
dataobjectsdotnet.csv,0.56,0.36,0.45,0.4,0.45,0.62
n2cms.csv,0.5,0.32,0.5,0.37,0.39,0.39
nug.csv,0.47,0.63,0.95,0.61,0.44,0.57
uclmda.csv,0.5,0.0,0.91,0.86,0.27,0.98
