,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.73,0.0,1.0,0.66
emftriple.csv,0.14,0.91,0.12,0.27
fluent-nhibernate.csv,0.78,0.0,0.94,0.39
gpsmid.csv,0.78,0.18,0.65,0.6
