,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.36,0.41,0.33,0.39,0.43,0.33,0.62,0.33
javagroups.csv,0.43,0.91,0.44,0.53,0.47,0.39,0.5,0.35
jrefactory.csv,0.38,0.88,0.42,0.53,0.45,0.34,0.41,0.36
logicmail.csv,0.29,0.39,0.31,0.38,0.35,0.38,0.39,0.29
nodal.csv,0.37,0.7,0.42,0.49,0.5,0.71,0.0,0.29
soar.csv,0.37,0.57,0.45,0.4,0.39,0.33,0.69,0.32
taverna.csv,0.59,0.74,0.91,0.92,0.48,0.77,0.88,0.75
web-cat.csv,0.31,0.42,0.33,0.51,0.37,0.47,0.38,0.52
