,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.88,0.43,0.62,0.6,1.0,0.03,1.0,1.0,1.0,1.0
fritzing.csv,0.86,0.66,0.99,0.48,0.97,0.01,0.22,0.38,0.62,0.68
jlinalg.csv,1.0,0.34,0.49,0.42,0.92,0.01,0.15,0.27,0.44,0.56
knowledge.csv,0.94,0.38,0.5,0.42,1.0,0.01,0.18,0.36,0.42,0.52
massiv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.96,0.46,0.6,0.46,0.97,0.02,0.2,0.44,0.53,0.97
playerstage.csv,0.82,0.43,0.59,1.0,0.97,0.02,0.2,0.3,0.47,0.52
quarkplusplus.csv,0.8,0.68,0.57,0.67,1.0,0.02,0.2,0.41,0.96,0.48
rtrt-on-gpu.csv,0.5,0.32,0.46,0.34,0.91,0.01,1.0,0.0,0.4,0.48
superwaba.csv,0.86,1.0,0.62,0.52,0.9,0.01,0.16,0.36,0.59,0.68
