,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,84.5,99.0,96.5,387.0,98.5,95.5,180.0,610.0,99.0,1232.5
ivatamasks.csv,1101.5,99.0,373.0,98.5,98.5,71.5,99.0,2427.0,99.0,3213.0
orc.csv,477.5,99.0,295.0,98.5,98.5,99.0,99.0,489.0,99.0,2087.5
plato.csv,1005.0,99.0,392.5,98.5,98.5,99.0,99.0,586.5,99.0,8201.5
rodin-b-sharp.csv,63.5,98.5,295.0,88.5,266.0,98.5,192.5,2397.0,99.0,9200.0
umber.csv,361.0,99.0,393.5,98.5,98.5,99.0,99.0,2864.0,99.0,8495.5
unicase.csv,443.5,99.0,392.5,98.5,98.5,99.0,99.0,587.5,99.0,6485.0
uwom.csv,810.5,99.0,194.0,98.5,98.5,99.0,99.0,194.0,94.5,1046.0
vienna-add-in.csv,732.0,99.0,196.0,289.5,387.0,99.0,776.5,488.0,99.0,654.0
wpdev.csv,1101.5,99.0,393.5,98.5,98.5,99.0,99.0,684.0,99.0,7825.0
