,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.59,0.98,0.75,0.75,0.41,0.54,0.6,0.3,0.5
massiv.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01
mesa3d.csv,0.17,0.17,0.31,0.0,0.24,0.27,0.19,0.86,0.39
ngl.csv,0.7,0.66,0.56,0.75,0.63,0.99,0.46,0.39,0.45
nutz.csv,0.94,0.55,0.88,0.75,0.65,0.68,0.75,0.81,0.54
ossim.csv,0.0,0.01,0.94,0.0,0.01,0.0,0.0,0.0,0.0
qmmp.csv,0.73,0.77,0.88,0.75,0.59,0.71,0.95,0.72,0.53
rcp-company-uibindings.csv,0.92,0.98,1.0,1.0,1.0,0.98,1.0,1.0,1.0
v8.csv,0.55,0.8,1.0,1.0,1.0,0.98,1.0,1.0,0.31
