,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.5,0.99,0.14,0.02,0.58,0.6,0.63,0.31,0.66
massiv.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02
mesa3d.csv,0.16,0.25,0.14,0.0,0.38,0.38,0.27,0.89,0.56
ngl.csv,0.41,0.57,0.12,0.02,0.75,1.0,0.44,0.31,0.62
nutz.csv,0.95,0.6,0.15,0.02,0.78,0.62,0.69,0.35,0.7
ossim.csv,0.0,0.02,0.97,0.0,0.03,0.0,0.0,0.0,0.0
qmmp.csv,0.56,0.71,0.15,0.02,0.73,0.64,0.97,0.32,0.69
rcp-company-uibindings.csv,0.43,0.64,0.11,0.01,0.97,0.69,0.67,0.35,1.0
v8.csv,0.55,0.69,0.11,0.01,1.0,0.7,0.67,0.35,0.47
