,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.56,0.57,0.38,0.19,0.36,1.0,0.0,0.55,0.13,0.45,0.62,0.07,0.26
fontforge.csv,0.12,0.22,0.43,0.48,0.29,0.21,0.0,0.97,0.66,0.37,0.52,0.26,0.17
gmerlin.csv,0.4,0.59,0.39,0.6,0.39,0.43,0.92,0.64,0.41,0.62,0.48,0.97,0.22
hatari.csv,0.43,0.63,0.94,0.52,0.48,0.45,0.94,0.33,0.43,0.56,0.6,0.35,0.28
jcl.csv,0.09,0.22,0.28,0.23,0.36,0.18,0.0,0.1,0.13,0.5,1.0,0.07,0.31
ltp.csv,0.02,0.29,0.2,0.15,0.99,0.06,0.0,0.1,0.07,0.04,0.17,0.07,0.0
net-snmp.csv,0.96,0.39,0.45,0.23,0.52,0.4,0.97,0.55,0.47,0.35,0.62,0.45,0.28
opde.csv,0.5,0.54,0.52,0.9,0.46,0.54,0.0,0.2,0.36,0.62,0.17,0.47,0.48
powerfolder-.csv,0.09,0.98,0.12,0.32,0.33,0.2,0.0,0.2,0.2,0.16,0.49,0.0,0.28
qlc.csv,0.12,0.12,0.04,0.19,0.0,0.06,0.0,0.29,0.91,0.16,0.25,0.11,0.38
tcl.csv,0.2,0.27,0.2,0.23,0.25,0.45,0.0,0.42,0.26,0.98,0.65,0.22,0.41
wxstudio.csv,0.2,0.3,0.35,0.23,0.01,0.18,0.94,0.14,0.48,0.3,0.09,0.42,1.0
