,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.54,0.58,0.34,0.16,0.82,1.0,0.0,0.54,0.11,0.44,0.71,0.06,0.22
fontforge.csv,0.1,0.19,0.38,0.44,0.26,0.18,0.0,0.96,0.67,0.33,0.64,0.22,0.14
gmerlin.csv,0.37,0.61,0.34,0.6,0.4,0.39,1.0,0.71,0.39,0.69,0.5,0.97,0.19
hatari.csv,0.39,0.61,0.93,0.6,0.45,0.41,1.0,0.29,0.39,0.59,0.64,0.31,0.24
jcl.csv,0.07,0.19,0.24,0.2,0.36,0.15,0.0,0.08,0.11,0.9,1.0,0.06,0.27
ltp.csv,0.02,0.26,0.17,0.12,0.99,0.05,0.0,0.08,0.06,0.03,0.14,0.06,0.0
net-snmp.csv,0.95,0.35,0.41,0.2,0.5,0.36,1.0,0.62,0.44,0.33,0.64,0.41,0.24
opde.csv,0.56,0.52,0.66,0.88,0.45,0.58,0.0,0.17,0.33,0.85,0.86,0.44,0.46
powerfolder-.csv,0.07,0.97,0.1,0.28,0.3,0.17,0.0,0.17,0.17,0.13,0.5,0.0,0.24
qlc.csv,0.1,0.1,0.03,0.16,0.0,0.05,0.0,0.25,0.89,0.13,0.21,0.09,0.35
tcl.csv,0.17,0.23,0.17,0.2,0.21,0.41,0.0,0.38,0.22,0.97,0.64,0.19,0.41
wxstudio.csv,0.17,0.26,0.31,0.2,0.01,0.15,1.0,0.12,0.44,0.26,0.07,0.38,1.0
