,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.41,0.38,0.42,0.61,0.49,0.69,0.39,0.62,1.0,0.1,0.82,0.42,0.2,0.6,0.36,0.14,0.5,0.46
encog-cs.csv,0.75,1.0,0.72,0.61,0.7,0.82,0.95,0.91,0.84,0.9,0.56,0.86,1.0,0.6,0.87,0.78,0.63,0.68
geochat.csv,0.29,0.9,0.21,0.34,0.11,0.84,0.29,0.62,0.27,0.95,0.35,0.94,0.8,0.35,0.76,0.19,0.93,0.94
ibatisdb.csv,0.22,0.33,0.07,0.12,0.08,0.24,0.06,0.27,0.04,0.5,0.2,0.94,0.2,0.09,0.22,0.36,0.3,0.15
inkscape.csv,0.33,0.0,0.95,0.29,0.38,0.11,0.06,0.0,0.01,0.05,0.07,0.03,0.2,0.33,0.02,0.44,0.03,0.03
jam-daq.csv,0.25,0.62,0.28,0.29,0.19,0.29,0.18,0.96,0.23,0.35,0.24,0.28,0.2,0.29,0.53,0.19,0.1,0.48
jhotdraw.csv,0.05,0.24,0.02,0.05,0.11,0.94,0.15,0.11,0.08,0.6,0.1,0.11,0.4,0.05,0.24,0.11,0.07,0.09
ninject.csv,0.06,0.33,0.0,0.04,0.03,0.23,0.14,0.09,0.05,0.1,0.14,0.14,1.0,0.05,0.11,0.0,0.1,0.09
ofbiz.csv,0.22,0.43,0.37,0.25,0.16,0.44,0.26,0.24,0.17,0.1,0.99,0.53,0.4,0.24,0.24,0.19,0.17,0.54
oorexx.csv,0.48,0.52,0.72,0.43,0.54,0.53,0.52,0.67,0.53,0.6,0.55,0.86,0.4,0.36,0.58,0.97,0.33,0.33
opentibia.csv,1.0,0.9,1.0,0.79,0.97,0.61,0.77,0.71,0.4,0.55,0.5,0.86,0.8,0.76,0.47,0.86,0.77,0.87
projectts.csv,0.59,0.95,0.65,0.45,1.0,0.55,0.47,0.73,0.48,0.3,0.43,0.36,0.4,0.44,0.58,0.53,0.63,0.76
retromenu.csv,0.05,0.95,0.0,0.14,0.05,0.1,0.09,0.18,0.19,0.15,0.2,0.06,0.2,0.13,0.2,0.0,0.07,0.01
roolo.csv,0.07,0.62,0.14,0.09,0.14,0.29,0.08,0.4,0.22,1.0,0.27,0.06,0.2,0.13,0.27,0.06,0.13,0.34
tango-cs.csv,0.41,0.71,0.14,0.29,0.16,0.35,0.29,0.29,0.18,0.6,0.23,0.22,0.2,0.35,0.96,0.42,0.37,0.07
trinitycore.csv,0.22,0.52,0.19,0.8,0.19,0.48,0.52,0.6,0.73,0.45,0.62,0.44,0.6,0.93,0.67,0.06,0.13,0.48
uface.csv,0.96,0.9,0.93,0.89,0.97,0.92,0.58,0.8,0.43,0.6,0.85,0.92,0.8,0.87,0.36,0.78,0.9,1.0
uwom-server.csv,0.25,0.52,0.26,0.96,0.14,0.58,0.44,0.58,0.77,0.75,0.67,0.44,0.6,0.89,0.73,0.58,0.4,0.44
