,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.56,0.87,0.43,0.59
n2cms.csv,0.72,0.64,0.41,0.72
nassp.csv,0.35,0.41,0.39,0.93
nug.csv,0.57,0.09,0.74,0.44
