,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.83,0.75,0.51,0.66,0.18,1.0,0.53,0.83,0.56,0.35,0.42,0.23,0.52,0.29,0.2,0.74
biodwh.csv,0.58,0.81,0.58,0.8,0.24,1.0,0.47,0.85,0.49,0.17,0.44,0.31,0.53,0.3,0.46,0.77
blue-c.csv,0.45,0.59,0.37,0.56,0.16,0.85,0.45,0.8,0.47,0.42,0.39,0.22,0.48,0.23,0.18,0.44
cities3d.csv,0.5,0.73,0.37,0.0,0.19,0.75,0.49,0.82,0.52,0.09,0.42,0.0,0.49,0.23,0.19,0.71
firebird.csv,0.51,0.67,0.44,0.59,0.12,0.94,0.43,0.85,0.51,0.42,0.39,0.2,0.45,0.27,0.14,0.47
jcache.csv,0.58,0.54,0.39,0.62,0.09,0.54,0.41,0.62,0.46,0.48,0.38,0.24,0.42,0.21,0.21,0.82
jparsec.csv,0.42,0.58,0.45,0.45,0.08,0.4,0.49,0.55,0.42,0.66,0.67,0.2,0.36,0.19,0.14,0.71
mscore.csv,0.47,0.57,0.37,0.65,0.14,0.7,0.46,0.77,0.52,0.52,0.39,0.22,0.43,0.21,0.13,0.58
nabu-library.csv,0.27,0.57,0.35,0.67,0.07,1.0,0.35,0.6,0.43,0.81,0.37,0.24,0.52,0.39,0.0,0.67
ns-3-dev-def-routing.csv,0.68,0.7,0.48,0.68,0.14,0.85,0.53,0.88,0.48,0.31,0.42,0.24,0.54,0.32,0.21,0.83
open-ms.csv,0.58,0.58,0.38,0.83,0.1,0.75,0.66,0.73,0.59,0.59,0.43,0.3,0.44,0.29,0.33,0.7
popeye-chess.csv,0.61,0.65,0.47,0.67,0.39,0.77,0.52,0.8,0.55,0.52,0.47,0.24,0.48,0.24,0.15,0.73
qgo.csv,0.87,0.55,0.48,0.57,0.09,0.63,0.5,0.62,0.47,0.68,0.58,0.2,0.39,0.23,0.17,0.75
webdriver.csv,0.56,0.56,0.38,0.63,0.14,0.77,0.72,0.79,0.53,0.38,0.41,0.26,0.48,0.27,0.15,0.69
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.36,0.0,0.0,0.0,0.72
yafdotnet.csv,0.57,0.57,0.41,0.72,0.09,0.69,0.49,0.7,0.68,0.51,0.52,0.24,0.42,0.24,0.19,0.74
