,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.16,0.7,0.5,0.02,0.13,0.08,0.63,0.05,1.0,0.58,0.77
emono.csv,0.18,0.62,0.56,0.02,0.16,0.07,0.51,0.05,0.67,0.38,1.0
haggle.csv,0.35,0.99,0.33,0.07,0.26,0.08,0.73,0.14,0.56,0.39,0.62
hannosset.csv,1.0,0.5,0.0,0.0,0.5,0.86,0.3,0.0,0.0,0.33,0.42
jas.csv,0.0,0.51,0.46,0.07,0.12,0.07,0.5,1.0,0.52,0.23,0.57
jgossipforum.csv,1.0,1.0,0.33,0.8,0.0,0.0,1.0,0.2,0.67,0.75,0.67
madman.csv,0.33,0.71,0.86,0.0,1.0,0.29,0.69,0.0,0.0,0.0,0.43
mediate.csv,0.3,0.76,0.97,0.04,0.24,0.1,0.76,0.11,0.61,0.45,0.8
ngl.csv,0.34,0.73,0.67,0.06,0.23,0.03,0.98,0.12,0.62,0.39,0.6
pustefix.csv,1.0,0.83,0.54,0.04,0.0,0.0,0.54,0.08,0.0,0.17,0.47
synecdoche.csv,0.53,0.47,0.59,0.03,0.05,0.13,0.46,0.04,0.64,1.0,0.68
