,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,1.0,0.0,1.0,83.0,10.0,4.0,1.0,54.0,0.0,3.0,0.0
emono.csv,4.0,0.0,2.0,122.0,15.0,11.0,0.0,8.0,0.0,3.0,0.0
haggle.csv,1.0,0.0,2.0,19.0,9.0,3.0,0.0,7.0,1.0,2.0,0.0
hannosset.csv,0.0,0.0,68.0,224.0,0.0,0.0,0.0,124.0,76.0,2.0,1.0
jas.csv,84.0,2.0,2.0,17.0,17.0,4.0,0.0,0.0,1.0,3.0,0.0
jgossipforum.csv,0.0,0.0,4.0,1.0,56.0,74.0,0.0,0.0,0.0,0.0,1.0
madman.csv,2.0,1.0,1.0,224.0,0.0,0.0,2.0,124.0,76.0,71.0,4.0
mediate.csv,3.0,1.0,0.0,57.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0
ngl.csv,6.0,0.0,2.0,25.0,9.0,28.0,0.0,8.0,5.0,2.0,1.0
pustefix.csv,0.0,1.0,3.0,95.0,56.0,74.0,0.0,38.0,76.0,0.0,2.0
synecdoche.csv,1.0,1.0,0.0,45.0,12.0,10.0,0.0,28.0,0.0,0.0,0.0
