,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.25,0.45,0.04,0.43,0.29,0.37,0.5,0.43,0.98,0.43,0.38
emono.csv,0.37,0.51,0.0,0.52,0.58,0.47,0.52,0.4,0.61,0.51,0.98
haggle.csv,0.68,0.96,0.04,0.92,0.73,0.55,0.4,0.64,0.62,0.54,0.46
hannosset.csv,0.11,0.01,0.0,0.0,0.15,1.0,0.06,0.0,0.0,0.09,0.07
jas.csv,0.0,0.31,0.34,0.64,0.4,0.2,0.39,1.0,0.54,0.12,0.43
jgossipforum.csv,0.05,0.01,0.06,0.83,0.0,0.0,0.11,0.15,0.18,0.12,0.02
madman.csv,0.11,0.09,0.18,0.0,1.0,0.38,0.13,0.0,0.0,0.0,0.05
mediate.csv,0.53,0.54,0.93,0.72,0.63,0.62,0.47,0.81,0.65,0.57,0.45
ngl.csv,0.62,0.4,0.54,0.63,0.78,0.2,1.0,0.54,0.61,0.41,0.38
pustefix.csv,0.97,0.09,0.21,0.79,0.0,0.0,0.13,0.52,0.0,0.04,0.13
synecdoche.csv,0.44,0.25,0.55,0.44,0.14,0.74,0.28,0.28,0.21,0.94,0.45
