,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.43,0.78,0.71,0.67,0.89,0.77,0.03,0.42,0.26,0.17,0.73,1.0
emulemorph.csv,0.05,0.03,0.0,0.67,0.0,0.0,0.19,0.01,0.07,0.02,0.0,0.11
fulguro.csv,0.9,0.17,0.56,0.0,0.39,0.38,0.77,0.82,0.26,0.4,0.45,0.74
fw4spl.csv,0.24,0.41,0.5,0.0,0.56,0.15,0.26,0.02,0.59,0.11,0.55,0.47
gnome-jabber.csv,0.62,0.65,0.77,1.0,0.83,0.23,0.94,0.62,0.74,0.59,0.64,0.84
ipfilter.csv,0.86,0.63,0.5,1.0,0.72,0.88,0.74,0.97,0.98,0.97,0.82,0.63
ipfire-wall.csv,0.57,0.28,0.29,0.33,0.78,0.35,0.74,0.14,0.54,0.58,0.55,0.42
libmesh.csv,0.31,0.09,0.44,0.17,0.28,0.73,0.35,0.0,0.04,0.23,0.45,0.26
rockbox.csv,0.14,0.25,0.42,0.33,0.44,0.27,0.65,0.28,0.04,0.1,0.64,0.68
soar.csv,0.83,1.0,0.88,1.0,0.94,1.0,0.61,0.99,0.93,0.88,1.0,1.0
tencompetence.csv,0.38,0.06,0.1,0.5,0.39,0.81,0.65,0.38,0.11,0.8,0.45,0.0
xbrlapi.csv,0.71,0.08,0.38,0.83,0.56,0.31,0.87,0.0,0.24,0.27,0.64,0.42
