,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.74,0.47,0.45,0.34,0.63,0.31,0.51,0.51,0.99,0.27,0.78,0.2,0.18,0.35,0.54,0.56,0.35,0.8
encog-cs.csv,0.61,0.47,0.28,0.27,0.44,0.26,0.98,0.64,0.67,0.5,0.6,0.4,0.11,0.24,0.51,0.48,0.26,0.58
geochat.csv,0.34,0.27,0.0,0.18,0.29,0.33,0.28,0.57,0.65,0.47,0.27,0.43,0.21,0.14,0.42,0.66,0.98,0.18
ibatisdb.csv,0.31,0.41,0.31,0.26,0.33,0.26,0.24,0.14,0.12,0.2,0.12,1.0,0.11,0.3,0.25,0.44,0.27,0.39
inkscape.csv,0.5,0.12,0.98,0.35,0.38,0.2,0.09,0.38,0.1,0.07,0.32,0.15,0.24,0.36,0.2,0.43,0.3,0.39
jam-daq.csv,0.38,0.56,0.2,0.18,0.39,0.26,0.32,0.99,0.32,0.23,0.27,0.28,0.0,0.14,0.5,0.15,0.24,0.61
jhotdraw.csv,0.37,0.21,0.09,0.28,0.15,0.97,0.11,0.27,0.31,0.5,0.1,0.08,0.21,0.21,0.36,0.55,0.24,0.14
ninject.csv,0.05,0.35,0.0,0.03,0.05,0.29,0.2,0.29,0.23,0.48,0.41,0.37,1.0,0.03,0.29,0.0,0.14,0.31
ofbiz.csv,0.49,0.47,0.64,0.44,0.63,0.29,0.41,0.31,0.21,0.27,1.0,0.53,0.17,0.43,0.24,0.33,0.26,0.56
oorexx.csv,0.72,0.55,0.58,0.4,0.59,0.33,0.48,0.53,0.62,0.38,0.62,0.55,0.24,0.41,0.55,0.96,0.19,0.51
opentibia.csv,1.0,0.56,0.74,0.37,0.68,0.29,0.5,0.42,0.43,0.44,0.51,0.53,0.33,0.37,0.4,0.74,0.36,0.76
projectts.csv,0.7,0.62,0.56,0.36,1.0,0.3,0.51,0.61,0.73,0.6,0.65,0.24,0.21,0.33,0.46,0.71,0.34,0.75
retromenu.csv,0.11,1.0,0.25,0.27,0.05,0.13,0.4,0.46,0.2,0.26,0.46,0.18,0.5,0.27,0.32,0.5,0.27,0.1
roolo.csv,0.39,0.6,0.2,0.18,0.0,0.13,0.28,0.2,0.48,1.0,0.41,0.16,0.25,0.17,0.39,0.41,0.25,0.36
tango-cs.csv,0.63,0.51,0.29,0.35,0.63,0.28,0.39,0.54,0.58,0.48,0.4,0.5,0.17,0.35,0.94,0.19,0.36,0.28
trinitycore.csv,0.32,0.5,0.28,0.77,0.33,0.16,0.34,0.53,0.23,0.62,0.57,0.15,0.11,0.96,0.56,0.51,0.33,0.26
uface.csv,0.91,0.53,0.76,0.42,0.64,0.32,0.53,0.63,0.57,0.36,0.81,0.48,0.19,0.42,0.39,0.7,0.41,0.99
uwom-server.csv,0.34,0.55,0.36,0.94,0.15,0.31,0.46,0.66,0.58,0.42,0.75,0.12,0.14,0.9,0.52,0.1,0.3,0.47
