,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.75,0.98,0.89,0.75,0.57,0.86,0.62,0.78,0.03,0.94,0.81,0.99,0.68,0.73,0.65,0.64,0.73,0.46
encog-cs.csv,0.6,0.78,0.89,0.76,0.73,0.74,0.03,0.56,0.93,0.78,0.74,0.75,0.96,0.81,0.8,0.67,0.85,1.04
geochat.csv,0.8,1.0,1.0,0.87,0.83,0.73,0.81,0.58,0.65,0.74,0.84,0.77,0.64,0.9,0.7,0.49,0.01,0.9
ibatisdb.csv,0.91,0.68,0.81,0.78,0.8,0.71,0.84,0.93,0.94,0.91,0.94,0.0,0.83,0.74,0.84,0.71,0.76,0.75
inkscape.csv,0.67,0.93,0.05,0.66,0.79,0.8,0.95,0.74,0.95,0.96,0.81,0.9,0.63,0.64,0.88,0.78,0.75,0.75
jam-daq.csv,0.76,0.5,0.89,0.88,0.74,0.74,0.76,0.02,0.81,0.85,0.84,0.77,1.0,0.91,0.64,0.92,0.81,0.55
jhotdraw.csv,0.87,0.86,0.96,0.75,0.92,0.06,0.94,0.83,0.84,0.57,0.95,0.95,0.64,0.85,0.75,0.64,0.79,0.95
ninject.csv,0.98,0.75,1.0,0.98,0.97,0.67,0.88,0.81,0.87,0.67,0.73,0.72,0.0,0.98,0.8,1.0,0.91,0.82
ofbiz.csv,0.71,0.6,0.52,0.55,0.57,0.67,0.68,0.8,0.88,0.82,0.01,0.45,0.65,0.57,0.84,0.83,0.79,0.6
oorexx.csv,0.58,0.51,0.62,0.61,0.72,0.6,0.64,0.65,0.75,0.75,0.6,0.44,0.63,0.59,0.57,0.08,0.84,0.65
opentibia.csv,0.0,0.57,0.94,0.85,0.87,0.68,0.59,0.7,0.73,0.68,0.76,0.56,0.34,0.85,0.71,1.0,0.85,0.4
projectts.csv,0.55,0.54,0.72,0.67,0.0,0.75,0.68,0.73,0.93,0.65,0.66,0.89,0.58,0.7,0.79,0.71,0.81,0.62
retromenu.csv,0.97,0.0,0.87,0.8,0.97,0.91,0.7,0.67,0.89,0.82,0.7,0.89,0.6,0.79,0.78,0.69,0.78,0.94
roolo.csv,0.79,0.42,0.88,0.87,1.0,0.91,0.81,0.88,0.69,0.0,0.76,0.91,0.49,0.88,0.71,0.75,0.78,0.85
tango-cs.csv,0.83,0.53,0.85,0.7,0.74,0.67,0.7,0.62,0.67,0.71,0.75,0.49,0.67,0.7,0.07,0.9,0.69,0.89
trinitycore.csv,0.82,0.56,0.84,0.27,0.8,0.88,0.79,0.61,0.88,0.51,0.76,0.9,0.96,0.07,0.62,0.67,0.69,0.86
uface.csv,0.92,0.82,0.84,0.89,0.95,0.81,0.59,0.93,0.6,0.84,0.73,0.69,0.78,0.89,0.78,0.97,0.87,0.02
uwom-server.csv,0.8,0.49,0.78,0.09,0.92,0.63,0.63,0.61,0.78,0.66,0.75,1.01,0.88,0.15,0.77,0.95,0.71,0.8
