,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.5,0.34,0.54,0.48,0.79,0.36,0.51,0.4,0.49,0.41,0.39,0.46,0.45,0.5,0.37,0.57,0.43,0.41
encog-cs.csv,0.63,0.41,0.86,0.83,0.82,0.63,0.62,0.49,0.52,0.5,0.59,0.56,0.45,0.82,0.42,0.78,0.58,0.58
geochat.csv,0.94,0.48,0.5,0.97,0.92,0.48,0.96,0.58,0.47,0.59,0.97,0.52,0.93,0.97,0.54,0.52,0.81,0.93
ibatisdb.csv,0.76,0.77,0.93,0.98,0.83,0.53,0.96,0.93,0.8,0.7,0.96,0.78,0.86,0.98,0.69,0.78,0.62,0.76
inkscape.csv,0.52,0.91,0.44,0.62,0.57,0.61,0.95,0.95,0.8,0.86,0.94,0.94,0.75,0.6,0.94,0.54,0.92,0.83
jam-daq.csv,0.62,0.39,0.88,0.95,0.64,0.72,0.82,0.52,0.82,0.83,0.98,0.86,0.75,0.94,0.42,0.67,0.95,0.57
jhotdraw.csv,0.88,0.88,0.75,0.72,0.67,0.98,0.89,0.93,0.8,0.9,0.94,0.94,0.93,0.97,0.86,0.62,0.81,0.95
ninject.csv,0.67,0.55,0.5,0.86,0.5,0.57,0.93,0.96,0.91,0.59,0.67,0.58,0.8,0.83,0.96,0.0,0.93,0.81
ofbiz.csv,0.55,0.41,0.51,0.56,0.64,0.6,0.64,0.75,0.9,0.7,0.44,0.52,0.61,0.55,0.95,0.83,0.92,0.64
oorexx.csv,0.41,0.44,0.42,0.47,0.53,0.46,0.47,0.49,0.45,0.46,0.47,0.48,0.92,0.5,0.44,0.46,0.97,0.56
opentibia.csv,0.43,0.33,0.37,0.45,0.43,0.42,0.55,0.58,0.87,0.47,0.5,0.42,0.53,0.45,0.62,0.38,0.42,0.4
projectts.csv,0.49,0.39,0.48,0.52,0.59,0.4,0.47,0.35,0.43,0.44,0.46,0.51,0.5,0.52,0.41,0.43,0.43,0.45
retromenu.csv,0.88,0.52,0.86,0.97,0.5,0.97,0.87,0.56,0.92,0.64,0.56,0.89,0.67,0.97,0.61,0.5,0.73,0.86
roolo.csv,0.88,0.45,0.83,0.97,0.0,0.96,0.97,0.93,0.63,0.8,0.69,0.67,0.68,0.96,0.78,0.83,0.82,0.88
tango-cs.csv,0.72,0.62,0.95,0.66,0.63,0.61,0.83,0.65,0.74,0.5,0.72,0.56,0.74,0.66,0.64,0.86,0.58,0.88
trinitycore.csv,0.72,0.63,0.79,0.8,0.92,0.97,0.67,0.64,0.94,0.63,0.59,0.94,0.45,0.82,0.51,0.52,0.64,0.97
uface.csv,0.43,0.34,0.34,0.41,0.43,0.36,0.48,0.36,0.69,0.43,0.36,0.39,0.4,0.41,0.5,0.39,0.36,0.38
uwom-server.csv,0.67,0.57,0.78,0.85,0.75,0.6,0.51,0.46,0.48,0.83,0.44,0.72,0.45,0.84,0.4,0.8,0.67,0.75
