,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.69,0.74,0.91,0.53
miranda-icq.csv,0.76,0.9,0.5,0.74
red5.csv,0.49,0.74,0.88,0.91
thrust.csv,0.82,0.47,0.82,0.76
