,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.66,0.3,0.38,0.58
miranda-icq.csv,0.4,0.19,0.49,0.41
red5.csv,0.71,0.3,0.32,0.54
thrust.csv,0.31,0.52,0.23,0.36
