,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.6,0.33,0.36,0.58
miranda-icq.csv,0.34,0.27,0.63,0.42
red5.csv,0.68,0.38,0.45,0.35
thrust.csv,0.25,0.69,0.25,0.35
