,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,84.5,279.5,236.0,98.5,89.5,190.0,96.5,92.5,93.5,97.5,2084.0,99.0,94.5,182.0,92.5
calcubetimer.csv,97.5,255.0,99.0,98.5,194.0,99.0,96.5,97.5,88.5,97.5,2056.0,94.5,99.0,192.0,94.5
chaosrts.csv,95.5,174.0,99.0,98.5,949.5,99.0,96.5,97.5,90.5,97.5,247.5,94.5,99.0,94.5,95.5
emono.csv,194.5,97.5,99.0,98.5,376.0,99.0,97.5,97.5,98.5,98.5,2478.5,99.0,99.0,94.5,295.0
freelords.csv,97.5,97.5,99.0,98.5,949.5,99.0,97.5,97.5,193.0,99.0,1717.5,94.5,99.0,192.0,295.0
jmonkeyengine.csv,95.5,97.5,99.0,194.0,419.5,0.0,97.5,89.0,95.5,99.0,473.5,99.0,89.5,192.0,295.0
jython.csv,92.5,812.5,99.0,98.5,96.5,561.5,163.0,97.5,98.5,96.5,883.5,175.0,99.0,94.5,95.5
mclient-mume.csv,88.5,97.5,99.0,94.5,342.0,72.5,97.5,94.5,191.0,99.0,525.0,98.5,98.5,192.0,92.5
papertoolkit.csv,97.5,97.5,99.0,91.5,163.0,87.5,97.5,97.5,95.5,98.5,255.0,174.0,97.5,322.5,92.5
primefaces.csv,97.5,97.5,99.0,98.5,194.0,99.0,97.5,97.5,90.5,99.0,2541.5,99.0,99.0,192.0,295.0
st-filteredstatistics.csv,97.5,97.5,99.0,98.5,463.5,99.0,97.5,97.5,95.5,99.0,1622.5,98.5,99.0,192.0,295.0
toped.csv,196.5,97.5,99.0,98.5,278.5,757.5,97.5,97.5,98.5,98.5,2447.5,99.0,99.0,192.0,295.0
triplea.csv,97.5,97.5,38.5,98.5,687.0,290.5,97.5,97.5,193.0,99.0,1202.0,175.0,99.0,192.0,295.0
web-cat.csv,194.5,97.5,236.0,98.5,194.0,186.0,97.5,97.5,98.5,98.5,1844.5,99.0,98.5,94.5,295.0
