,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.51,0.36,0.43,0.42,0.3,0.56,0.52,0.76,0.46,0.75,0.58,0.37,0.59,0.45,0.85,0.57,0.4,0.65
bscwweasel.csv,0.25,0.01,0.43,0.1,0.21,0.38,0.25,0.33,0.41,0.5,0.32,0.17,0.03,0.67,0.3,0.1,0.13,0.25
capcode.csv,0.78,0.0,0.76,0.32,0.75,0.31,0.23,0.49,0.31,0.69,0.42,0.86,0.42,0.55,0.62,0.25,0.4,0.38
dspace-gsoc.csv,0.19,0.97,0.81,0.32,0.81,0.96,1.0,0.91,0.79,0.81,0.32,0.96,0.83,0.75,0.95,0.76,0.53,0.97
emite.csv,0.1,0.54,0.0,0.06,0.2,0.33,0.27,0.59,0.08,0.38,0.32,0.04,0.04,0.16,0.32,0.07,0.13,0.37
fbmanager.csv,0.12,0.33,0.19,0.19,0.14,0.33,0.51,0.04,0.26,0.25,0.42,0.44,0.1,0.31,0.05,0.01,0.33,0.12
freenet.csv,0.59,0.13,0.86,0.74,0.87,0.73,0.73,0.41,0.64,0.56,0.79,0.96,0.49,0.91,0.62,0.65,0.4,0.76
geogebra.csv,0.27,0.0,0.19,0.42,0.23,0.6,0.39,0.62,0.97,0.38,0.47,0.56,0.11,0.46,0.05,0.24,0.6,0.39
megameknet.csv,0.16,0.98,0.67,0.55,0.15,0.69,0.87,0.39,0.44,0.19,0.58,0.52,0.28,0.61,0.25,0.64,0.47,0.12
ondex.csv,0.23,0.0,0.1,0.06,0.44,0.33,0.3,0.34,0.49,0.44,0.37,0.82,0.07,0.28,0.4,0.2,0.13,0.66
onotoa.csv,0.78,0.0,0.19,0.23,0.85,0.42,0.17,0.32,0.56,0.56,0.37,0.77,0.21,0.31,0.2,0.13,0.27,0.49
paintown.csv,0.19,1.0,0.48,0.77,0.99,0.91,1.0,0.56,0.41,0.81,0.68,0.92,0.94,0.93,0.72,0.92,0.73,0.97
powerfolder.csv,0.12,0.76,0.1,0.35,0.5,0.47,0.59,0.16,0.28,0.38,0.16,0.1,0.59,0.12,0.08,0.25,0.2,0.1
retromenu.csv,0.25,0.03,0.19,0.29,0.13,0.29,0.23,0.35,0.82,0.25,0.21,0.07,0.13,0.44,0.18,0.23,0.4,0.16
smbopensoft.csv,0.88,0.18,0.76,0.19,0.46,0.8,0.32,0.9,0.59,0.69,0.68,0.7,0.56,0.79,0.65,0.62,0.73,0.45
triplea.csv,0.44,0.91,0.24,0.39,0.76,1.0,0.8,0.89,0.64,0.69,0.89,0.87,0.45,0.82,0.72,0.66,0.67,0.85
tweetsharp.csv,0.59,0.86,0.62,0.06,0.63,0.64,0.15,0.68,0.74,0.88,0.47,0.77,0.68,0.65,0.75,0.6,0.2,0.81
xamj.csv,0.38,0.24,0.19,0.58,0.47,0.76,0.73,0.86,0.62,0.62,0.58,0.33,0.75,0.2,0.42,0.22,0.67,0.22
