,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.45,0.34,0.34,0.51,0.34,0.43,0.35,0.42,0.64,0.49,0.52,0.43,0.41,0.47,0.45,0.4,0.52,0.36
bscwweasel.csv,0.51,0.04,0.59,0.21,0.67,0.62,0.54,0.54,0.42,0.27,0.32,0.64,0.35,0.47,0.22,0.5,0.25,0.57
capcode.csv,0.41,0.04,0.54,0.18,0.59,0.33,0.69,0.58,0.41,0.51,0.39,0.36,0.63,0.4,0.46,0.37,0.6,0.55
dspace-gsoc.csv,0.63,0.13,0.48,0.73,0.42,0.17,0.0,0.32,0.48,0.49,0.76,0.16,0.47,0.61,0.21,0.56,0.58,0.13
emite.csv,0.32,0.65,0.11,0.15,0.12,0.28,0.0,0.5,0.13,0.29,0.37,0.0,0.07,0.31,0.68,0.11,0.12,0.38
fbmanager.csv,0.42,0.63,0.38,0.7,0.4,0.63,0.62,0.26,0.17,0.23,0.44,0.74,0.54,0.34,0.0,0.13,0.51,0.51
freenet.csv,0.53,0.16,0.43,0.53,0.42,0.6,0.59,0.67,0.52,0.57,0.51,0.17,0.69,0.31,0.52,0.67,0.65,0.57
geogebra.csv,0.54,0.05,0.45,0.59,0.49,0.7,0.59,0.62,0.13,0.48,0.67,0.56,0.56,0.49,0.16,0.64,0.61,0.72
megameknet.csv,0.63,0.09,0.6,0.67,0.5,0.65,0.42,0.62,0.34,0.31,0.52,0.71,0.7,0.6,0.36,0.65,0.46,0.51
ondex.csv,0.5,0.02,0.39,0.25,0.55,0.46,0.29,0.62,0.41,0.54,0.5,0.32,0.47,0.58,0.5,0.49,0.57,0.67
onotoa.csv,0.38,0.07,0.32,0.18,0.38,0.22,0.29,0.34,0.55,0.62,0.25,0.0,0.39,0.43,0.19,0.09,0.47,0.33
paintown.csv,0.73,0.0,0.55,0.58,0.05,0.32,0.0,0.63,0.49,0.48,0.62,0.29,0.24,0.27,0.53,0.29,0.46,0.13
powerfolder.csv,0.48,0.51,0.23,0.6,0.58,0.79,0.27,0.32,0.28,0.48,0.32,0.98,0.56,0.28,0.07,0.42,0.56,0.31
retromenu.csv,0.22,0.25,0.29,0.53,0.24,0.79,0.1,0.55,0.5,0.36,0.22,0.45,0.41,0.55,0.36,0.38,0.63,0.44
smbopensoft.csv,0.34,0.79,0.56,0.18,0.51,0.46,0.2,0.34,0.63,0.55,0.63,0.6,0.57,0.53,0.64,0.51,0.56,0.63
triplea.csv,0.65,0.33,0.68,0.59,0.6,0.0,0.51,0.38,0.57,0.56,0.37,0.43,0.67,0.5,0.57,0.66,0.45,0.47
tweetsharp.csv,0.5,0.37,0.27,0.21,0.53,0.48,0.29,0.43,0.54,0.36,0.48,0.21,0.44,0.53,0.51,0.38,0.75,0.43
xamj.csv,0.58,0.59,0.35,0.65,0.66,0.61,0.55,0.43,0.53,0.62,0.61,0.91,0.61,0.25,0.29,0.58,0.5,0.67
