,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.28,0.11,0.36,0.62,0.07,0.12,0.0,0.06,0.1,0.0
flylegacy.csv,0.58,0.55,0.66,0.47,0.49,0.57,0.5,0.58,0.49,0.5
jguard.csv,0.5,0.11,0.63,0.68,0.65,0.67,0.62,0.75,0.56,0.64
m-a-d-n-e-s-s.csv,0.28,0.04,0.37,0.27,0.06,0.04,0.09,0.06,0.74,0.15
mob-sen-plat.csv,0.62,0.71,0.57,0.47,0.63,0.43,0.59,0.6,0.78,0.58
raygina.csv,0.65,0.0,0.59,0.42,0.2,0.34,0.33,0.25,0.32,0.36
st-filteredstatistics.csv,0.45,0.5,0.0,0.55,0.63,0.58,0.37,0.8,0.51,0.57
upp-mirror.csv,0.51,0.18,0.42,0.67,0.72,0.59,0.39,0.37,0.61,0.32
wishmaster.csv,0.28,0.21,0.45,0.43,0.57,0.39,0.73,0.12,0.48,0.44
yarp.csv,0.4,0.04,0.56,0.31,0.07,0.42,0.39,0.3,0.47,0.54
